ID,SourceText,VanillaText,Russian,English,Status,Context,Packages,Locations,Notes
987654321,<style WeaponModHeader><DisplayName></style>,,<style WeaponModHeader><DisplayName></style>,<style WeaponModHeader><DisplayName></style>,russian-override;new-id,jazz:Code/System_Firearm_AddProperties.lua:477,jazz,jazz:Code/System_Firearm_AddProperties.lua:601 | jazz:Code/System_WeaponRemovableModify.lua:528,
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High critical-hit chance",russian-override;new-id,jazz:InventoryItem/_50BMG_HE.lua:13 | jazz:items.lua:9975,jazz,jazz:InventoryItem/_50BMG_HE.lua:13 | jazz:items.lua:10302,
133828253291,Тщательно подогнанная и пристрелянная версия СВД. На прикладе виднеется несколько дюжин насечек.,,Тщательно подогнанная и пристрелянная версия СВД. На прикладе виднеется несколько дюжин насечек.,A carefully fitted and sighted-in version of the SVD. There are several dozen notches visible on the stock.,russian-override;new-id,jazz:InventoryItem/DragunovSVD_Custom.lua:15 | jazz:items.lua:24620,jazz,jazz:InventoryItem/DragunovSVD_Custom.lua:15 | jazz:items.lua:27182,
134217744335,"По идее должен прошибать ткань мироздания, на деле обычный бронебойный патрон, не хуже многих, вражеские каски должны трепетать, точно вам говорю, но для стрельбы из пулемета расточительно.",,"По идее, должен пробивать саму ткань реальности. На практике это вполне достойный бронебойный патрон. Вражеские каски должны трепетать, я вам говорю! Но заряжать такое в пулемётную ленту — дорогое удовольствие.","In theory, it should punch through the fabric of reality. In practice, it's a perfectly respectable armor-piercing round. Enemy helmets ought to tremble, I'm telling you—though feeding it through a machine gun gets expensive fast.",russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_762x51_AP.lua:12 | jazz:items.lua:6142,jazz,jazz:InventoryItem/JAZZ_AMMO_762x51_AP.lua:12 | jazz:items.lua:7907,
134481114957,Glock 17,,Glock 17,Glock 17,russian-override;new-id,jazz:InventoryItem/Glock17.lua:14 | jazz:items.lua:16731,jazz,jazz:InventoryItem/Glock17.lua:13 | jazz:items.lua:18542,
134733428032,РЮКЗАК - <Nick>,,РЮКЗАК - <Nick>,<Nick> BACKPACK,russian-override;new-id,jazz:items.lua:89926,jazz,jazz:items.lua:96982,
134836596865,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 частиц. Вызывают <color EmStyle>кровотечение</color>,,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 дробин. Вызывают <color EmStyle>кровотечение</color>,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 pellets. Causes <color EmStyle>bleeding</color>,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/_12gauge_Buckshot.lua:14 | jazz:items.lua:10093,
135725488589,Стальная бронеплита 4 класса защиты,,Стальная бронеплита 4-го класса защиты,Class 4 Steel Armor Plate,russian-override;new-id,jazz:InventoryItem/JazzArmorPlates_Steel4.lua:13 | jazz:items.lua:57165,jazz,jazz:InventoryItem/JazzArmorPlates_Steel4.lua:13 | jazz:items.lua:62307,
135932071649,План с воздуха выглядит проще. С земли - как лотерея с пулями,,С воздуха план выглядит проще. На земле — как лотерея с пулями.,"The plan looks easier from the air. On the ground, it's a lottery where the prizes are bullets.",russian-override;new-id,jazz-units:items.lua:68580,jazz-units,jazz-units:items.lua:114889,
136622116597,The Bus Gang,,Автобусная банда,The Bus Gang,russian-override;new-id,jazz-maps:items.lua:89147,jazz-maps,jazz-maps:items.lua:85440,
136635798005,Взрываем?,,Взрываем?,Blow it up?,russian-override;new-id,jazz-units:items.lua:70959,jazz-units,jazz-units:items.lua:131700,
136915608458,<color EmStyle>Результат:</color> в секторе <color EmStyle></color> <color EmStyle>Корасон</color> не оказалось,,<color EmStyle>Результат:</color> в секторе <color EmStyle></color> <color EmStyle>Корасон</color> не оказалось,<color EmStyle>Result:</color> there was no <color EmStyle>Corazon</color> in sector <color EmStyle></color>,russian-override;new-id,jazz-maps:items.lua:55835,jazz-maps,jazz-maps:items.lua:51952,
137299864819,Аграм 2000,,Аграм 2000,Agram 2000,russian-override;new-id,jazz:InventoryItem/Agram2000.lua:13 | jazz:items.lua:18935,jazz,jazz:InventoryItem/Agram2000.lua:13 | jazz:items.lua:20921,
137562615859,Сигнальная ракета,,Сигнальная ракета,Signal Flare,russian-override;new-id,jazz:items.lua:2382,jazz,jazz:items.lua:4060,
137789099060,Маркс бы вами гордился,,Маркс бы вами гордился,Marx would be proud of you,russian-override;new-id,jazz-maps:items.lua:30040,jazz-maps,jazz-maps:items.lua:30251,
137822310603,9x18,,9x18,9x18,russian-override;new-id,jazz:items.lua:2429,jazz,jazz:items.lua:4107,
137876769017,"Последняя на данный момент попытка сделать-таки из ""свина"" нормальный единый пулемет. Но нет, М60 все так же тяжел, капризен, требователен к патронам. Это пулемет-то, требователен к патронам...",,"Последняя на сегодня попытка сделать из «свиньи» нормальный единый пулемёт. Но нет: M60 всё так же тяжёл, капризен и привередлив к патронам. Пулемёт — и привередлив к патронам...","The latest attempt to turn the “Pig” into a proper general-purpose machine gun. No luck: the M60 is still heavy, temperamental, and picky about ammunition. A machine gun, picky about ammunition...",russian-override;new-id,jazz:InventoryItem/M60E4.lua:15 | jazz:items.lua:27069,jazz,jazz:InventoryItem/M60E4.lua:15 | jazz:items.lua:29800,
137925284623,Ствол: Уменьшает кучность на 30%,,Ствол: Уменьшает кучность на 30%,Barrel: Reduces accuracy by 30%,russian-override;new-id,jazz:items.lua:31849,jazz,jazz:items.lua:33556,
137980565501,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная эффективность прицеливания,,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная эффективность прицеливания,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased aiming efficiency,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/_556_Match.lua:14 | jazz:items.lua:9691,
138469521759,"5,45 мм,ПС Армейский",,"5,45 мм, ПС (армейский)","5.45 mm, PS Military",russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_545_Army.lua:10 | jazz:items.lua:5069,jazz,jazz:InventoryItem/JAZZ_AMMO_545_Army.lua:10 | jazz:items.lua:6827,
138620573973,Шлемы Алтын,,Шлемы «Алтын»,Altyn Helmets,russian-override;new-id,jazz:InventoryItem/JazzArmor_AltynHelm.lua:13 | jazz:items.lua:55178,jazz,jazz:InventoryItem/JazzArmor_AltynHelm.lua:13 | jazz:items.lua:60294,
138858109974,Включить фонарик,,Включить фонарик,Turn Flashlight On,russian-override;new-id,jazz:items.lua:58805,jazz,jazz:items.lua:64838,
139409181422,Тяжелое дыхание,,Тяжелое дыхание,Heavy breathing,russian-override;new-id,jazz-units:items.lua:70750,jazz-units,jazz-units:items.lua:131491,
139973629199,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Может стрелять очередями 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Бесшумный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Высокая убойность",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Может стрелять очередями
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Бесшумный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Высокая убойность","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Burst-fire capable
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Suppressed
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High damage",russian-override;new-id,jazz:InventoryItem/AS_Val.lua:16 | jazz:items.lua:22974,jazz,jazz:InventoryItem/AS_Val.lua:16 | jazz:items.lua:23388,
140035693819,Самодельная бригантина из кольчуги и обрезков шин,,Самодельная бригантина из кольчуги и обрезков шин,Homemade brigandine made from chain mail and tire scraps,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JazzArmor_TireBrigantine.lua:14 | jazz:items.lua:60891,
140416387512,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумно",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумно","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Deals no damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Nearly silent",russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_MortarShell_Smoke.lua:15 | jazz:items.lua:8752,jazz,jazz:InventoryItem/JAZZ_AMMO_MortarShell_Smoke.lua:16 | jazz:items.lua:9077,
141058614304,"Я слишком сильно утомлена, чтобы продолжать работу.",,"Я слишком сильно утомлена, чтобы продолжать работу.",I'm too exhausted to keep working.,russian-override;new-id,jazz-units:items.lua:70223,jazz-units,jazz-units:items.lua:116532,
141311750958,"Опаньки, тут для меня есть работенка. Лежит, кушать не просит...",,"Опаньки, тут для меня есть работенка. Лежит, кушать не просит...","Well, well, looks like there's work for me here. He's lying there, not asking for food...",russian-override;new-id,jazz-units:items.lua:70829,jazz-units,jazz-units:items.lua:131570,
141916904054,"Ты его уложил, как профессионал. В небе я так же точно выхожу на цель",,"Ты его уложил, как профессионал. В небе я так же точно выхожу на цель",You dropped him like a pro. That's how I line up a target in the air.,russian-override;new-id,jazz-units:items.lua:68564,jazz-units,jazz-units:items.lua:114873,
142187478707,"12-й калибр, Картечь",,"12-й калибр, Картечь",12-gauge Buckshot,russian-override;new-id,jazz:InventoryItem/_12gauge_Breacher.lua:10 | jazz:items.lua:8339,jazz,jazz:InventoryItem/_12gauge_Breacher.lua:10 | jazz:items.lua:10116,
142265159773,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Топовый
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Больше не одноручный (по просьбе Ливси)
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Складной приклад
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Скорострельный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Топовый
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Больше не одноручный (по просьбе Ливси)
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Складной приклад
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Скорострельный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надёжный","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Top-tier
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No longer one-handed (by Livesey's request)
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Folding stock
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High rate of fire
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reliable",russian-override;new-id,jazz:InventoryItem/MP7.lua:16 | jazz:items.lua:21634,jazz,jazz:InventoryItem/MP7.lua:16 | jazz:items.lua:22037,
142435704728,Карбайн,,Карабин,Carbine,russian-override;new-id,jazz:InventoryItem/M2Carbine.lua:13 | jazz:items.lua:20120,jazz,jazz:InventoryItem/M2Carbine.lua:13 | jazz:items.lua:22231,
142817437025,"Очки ночного зрения первого поколения, работающие на принципе усиления естественного освещения. Из-за чего при случайной засветке выключаются, чтоб не ослепить носителя.",,"Очки ночного видения первого поколения усиливают доступный свет. При внезапной засветке они отключаются, чтобы не ослепить владельца.",First-generation night-vision goggles amplify available light. They shut down when suddenly exposed to bright light to avoid blinding the wearer.,russian-override;new-id,jazz:InventoryItem/JazzArmor_NVG1.lua:11 | jazz:items.lua:54671,jazz,jazz:InventoryItem/JazzArmor_NVG1.lua:11 | jazz:items.lua:59781,
143658772175,Тишина - лучший свидетель. Ты это знаешь,,Тишина — лучший свидетель. Ты это знаешь.,Silence is the best witness. You know that.,russian-override;new-id,jazz-units:items.lua:68570,jazz-units,jazz-units:items.lua:114879,
144141204511,Взяла!,,Взяла!,Got it!,russian-override;new-id,jazz-units:items.lua:70131,jazz-units,jazz-units:items.lua:116440,
144238631017,Дымовой боеприпас для минометов.,,Дымовой боеприпас для минометов.,Ordnance ammo for Mortars.,russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_MortarShell_Smoke.lua:14 | jazz:items.lua:7301,jazz,jazz:InventoryItem/JAZZ_AMMO_MortarShell_Smoke.lua:15 | jazz:items.lua:9076,
145667150510,"Прости, командир, я не спецом.",,"Прости, командир, я не спецом.","Sorry, commander. I didn't mean to.",russian-override;new-id,jazz-units:items.lua:70835,jazz-units,jazz-units:items.lua:131576,
146117284173,Обеспечивает защиту по 4 классу. Вставляется в бронежилеты.,,Обеспечивает защиту 4-го класса. Устанавливается в бронежилет.,Provides class 4 protection. Fits into body armor.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JazzArmorPlates_Steel4.lua:16 | jazz:items.lua:62310,
146732068615,Магазин на 15 патрон,,Магазин на 15 патронов,15-Round Magazine,russian-override;new-id,jazz:items.lua:48984,jazz,jazz:items.lua:48190 | jazz:items.lua:51634 | jazz:items.lua:51680 | jazz:items.lua:51754,
146891845233,Этот наемник умеет контролировать отдачу при стрельбе очередями,,Этот наемник умеет контролировать отдачу при стрельбе очередями,This merc can control recoil when firing in bursts.,russian-override;new-id,jazz:items.lua:13,jazz,jazz:items.lua:13,
147186638408,"12-й калибр, Картечь",,"12-й калибр, Картечь",12-gauge Buckshot,russian-override;new-id,jazz:InventoryItem/_12gauge_Breacher.lua:11 | jazz:items.lua:8340,jazz,jazz:InventoryItem/_12gauge_Breacher.lua:11 | jazz:items.lua:10117,
147224231156,Ранение в торс,,Ранение торса,Torso Wound,russian-override;new-id,jazz:CharacterEffect/Torsoshot.lua:10 | jazz:items.lua:57604,jazz,jazz:CharacterEffect/Torsoshot.lua:10 | jazz:items.lua:62888,
147878975531,Хм-м,,Хм-м,Hmmm,russian-override;new-id,jazz-units:items.lua:70976,jazz-units,jazz-units:items.lua:131717,
147923369701,"Ниже пояса всё целое, жить будешь!",,"Ниже пояса всё целое, жить будешь!",Everything below the belt is intact. You'll live!,russian-override;new-id,jazz-units:items.lua:70622,jazz-units,jazz-units:items.lua:131363,
148527902634,Картер,,Картер,Carter,russian-override;new-id,jazz-units:Code/Mercenary.lua:54,jazz-units,jazz-units:Code/Mercenary.lua:54,
148583031817,"бежит, дышит",,"(бежит, тяжело дышит)","(running, panting)",russian-override;new-id,jazz-units:items.lua:70019,jazz-units,jazz-units:items.lua:116328,
149238847516,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенный доп. урон от силы
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Низкая цена атаки",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличен дополнительный урон от Силы
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Низкая стоимость атаки в ОД","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus damage from Strength
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack AP cost",russian-override;new-id,jazz:InventoryItem/PierreMachete.lua:14 | jazz:items.lua:56541,jazz,jazz:InventoryItem/PierreMachete.lua:14 | jazz:items.lua:57035,
149864170243,"Айс, Братан, братиш, нет! Сука! Пизда вам, жирафьи выблядки, со стен соскребать со штукатуркой будут.",,"Айс, Братан, братиш, нет! Сука! Пизда вам, жирафьи выблядки, со стен соскребать со штукатуркой будут.","Ice! Bro, brother, no! Fuck! You're fucking dead, you giraffe bastards. They'll scrape you off the walls with the plaster.",russian-override;new-id,jazz-units:items.lua:70687,jazz-units,jazz-units:items.lua:131428,
150226461771,Rescued <em>Herman</em> and he promised a reward once he returns to the <em><SectorName('I5')></em>,,"<em>Герман</em> спасён и пообещал награду, когда вернётся в <em><SectorName('I5')></em>",Rescued <em>Herman</em> and he promised a reward once he returns to the <em><SectorName('I5')></em>,russian-override;new-id,jazz-maps:items.lua:98482,jazz-maps,jazz-maps:items.lua:94775,
150305559142,500 Патронов 7.62х54 ЛПС,,500 Патронов 7.62х54 ЛПС,500 7.62x54 LPS cartridges,russian-override;new-id,jazz-maps:items.lua:9,jazz-maps,jazz-maps:items.lua:9,
150379284613,Аул,,Аул,Aul,russian-override;new-id,jazz-units:Code/Mercenary.lua:149,jazz-units,jazz-units:Code/Mercenary.lua:149,
150579573516,MP7,,MP7,MP7,russian-override;new-id,jazz:InventoryItem/MP7.lua:14 | jazz:items.lua:19944,jazz,jazz:InventoryItem/MP7.lua:14 | jazz:items.lua:22035,
150639393097,"Ты хочешь, чтобы я еще осталась, или как?",,"Ты хочешь, чтобы я ещё осталась, или как?","You want me to stick around, or what?",russian-override;new-id,jazz-units:items.lua:69320 | jazz-units:UnitData/Jazz_Buzz.lua:167,jazz-units,jazz-units:items.lua:115629 | jazz-units:UnitData/Jazz_Buzz.lua:167,
150785286851,Шлем Гвардиан,,Шлем «Гвардиан»,Guardian Helmet,russian-override;new-id,jazz:InventoryItem/JazzArmor_GuardianHelm.lua:12 | jazz:items.lua:55237,jazz,jazz:InventoryItem/JazzArmor_GuardianHelm.lua:12 | jazz:items.lua:60354,
151166074388,"«Я почти уверен, что кричать <color EmStyle>«Паркур»</color> не обязательно».",,"«Я почти уверен, что кричать <color EmStyle>«Паркур»</color> не обязательно».",“I’m pretty sure shouting <color EmStyle>“Parkour”</color> isn’t necessary.”,russian-override;new-id,jazz:InventoryItem/SkillMag_Agility.lua:12 | jazz:items.lua:52545,jazz,jazz:InventoryItem/SkillMag_Agility.lua:12 | jazz:items.lua:57651,
151639464453,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Реактивный гранатомет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Шанс промаха увеличивается с расстоянием 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Опасная зона за спиной стрелка 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Тяжелый - ограничивает свободу движений",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Реактивный гранатомёт
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Шанс промаха растёт с расстоянием
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Опасная зона реактивной струи за стрелком
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Тяжёлый: ограничивает свободу движения","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Rocket launcher
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Miss chance increases with range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Dangerous backblast
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Heavy (limits mobility)",russian-override;new-id,jazz:InventoryItem/RPG7.lua:23 | jazz:items.lua:30628,jazz,jazz:InventoryItem/RPG7.lua:23 | jazz:items.lua:31101,
151644631553,"Парни, время доставать самые большие пушки!",,"Парни, время доставать самые большие пушки!","Guys, time to get out the big guns!",russian-override;new-id,jazz-units:items.lua:70908,jazz-units,jazz-units:items.lua:131649,
151665864036,"Мне нужна помощь, неотложно!",,"Мне нужна помощь, неотложно!",I need help—now!,russian-override;new-id,jazz-units:items.lua:70193,jazz-units,jazz-units:items.lua:116502,
152187545209,"Я слышал, Грунти ищет работу. Грунти - хороший солдат. Найми его.","Я слышал, Грунти ищет работу. Грунти - хороший солдат. Найми его.","Я слышал, Грунти ищет работу. Грунти - хороший soldat. Найми его.","Я слышал, Грунти ищет работу. Грунти - хороший солдат. Найми его.",ready,jazz-units:items.lua:136440 | jazz-units:UnitData/Ivan.lua:89,jazz-units,jazz-units:items.lua:136440 | jazz-units:UnitData/Ivan.lua:89,
152357941079,Одноразовый реактивный гранатомет с одним встроенным выстрелом. После пуска труба выбрасывается на землю.,,Одноразовый реактивный гранатомет с одним встроенным выстрелом. После пуска труба выбрасывается на землю.,"Disposable rocket launcher with one embedded shot. After firing, the tube is discarded on the ground.",russian-override;new-id,jazz:InventoryItem/M72LAW.lua:17 | jazz:items.lua:29439,jazz,jazz:InventoryItem/M72LAW.lua:18 | jazz:items.lua:31139,
152493018567,Бишоп,,Бишоп,Bishop,russian-override;new-id,jazz-units:Code/Mercenary.lua:103,jazz-units,jazz-units:Code/Mercenary.lua:103,
152496614613,АК47,,АК-47,AK-47,russian-override;new-id,jazz:InventoryItem/AK47.lua:13 | jazz:items.lua:21820,jazz,jazz:InventoryItem/AK47.lua:15 | jazz:items.lua:24110,
152608247986,Понял!,,Понял!,Got it!,russian-override;new-id,jazz-units:items.lua:69044,jazz-units,jazz-units:items.lua:115353,
153180075464,Где она сейчас?,,Где она сейчас?,Where is she now?,russian-override;new-id,jazz-maps:items.lua:58534,jazz-maps,jazz-maps:items.lua:54696,
153412761781,Бронежилет СВМПЭ,,Бронежилет из СВМПЭ,UHMWPE Body Armor,russian-override;new-id,jazz:InventoryItem/JazzArmor_UHMWPE.lua:12 | jazz:items.lua:56379,jazz,jazz:InventoryItem/JazzArmor_UHMWPE.lua:12 | jazz:items.lua:61510,
153423704820,Шлем Алтын,,Шлем «Алтын»,Altyn Helmet,russian-override;new-id,jazz:InventoryItem/JazzArmor_AltynHelm.lua:12 | jazz:items.lua:55177,jazz,jazz:InventoryItem/JazzArmor_AltynHelm.lua:12 | jazz:items.lua:60293,
153864599306,<em>Outcome:</em> The shady <em>doctor</em> at the <SectorName('L18')> is dead,,<em>Итог:</em> подозрительный <em>доктор</em> в <SectorName('L18')> мёртв,<em>Outcome:</em> The shady <em>doctor</em> at the <SectorName('L18')> is dead,russian-override;new-id,jazz-maps:items.lua:96221,jazz-maps,jazz-maps:items.lua:92514,
153980462714,Мёрк,,Мёрк,Mörk,russian-override;new-id,jazz-units:Code/Mercenary.lua:156,jazz-units,jazz-units:Code/Mercenary.lua:156,
154040441272,"Тяжелые шлемы фирмы ""Guardian"" используются Ассоциацией для проведения штурмовых операций - взятие или освобождение заложников, ликвидация VIP, заминирование стратегических объектов и так далее.",,"Тяжёлые шлемы Guardian используются Ассоциацией в штурмовых операциях: при освобождении заложников, ликвидации особо важных целей, минировании стратегических объектов и не только.","Guardian heavy helmets are used by the Association in assault operations: hostage rescue, high-value target elimination, demolition of strategic sites, and more.",russian-override;new-id,jazz:InventoryItem/JazzArmor_GuardianHelmHeavy.lua:14 | jazz:items.lua:55269,jazz,jazz:InventoryItem/JazzArmor_GuardianHelmHeavy.lua:14 | jazz:items.lua:60386,
154633017336,Шлемы MICH 2001,,Шлем MICH 2001,MICH 2001 Helmet,russian-override;new-id,jazz:InventoryItem/JazzArmor_Mich2001.lua:13 | jazz:items.lua:55210,jazz,jazz:InventoryItem/JazzArmor_Mich2001.lua:13 | jazz:items.lua:60327,
155102946917,"Современная ""болтовка"" на вооружении ВС Франции. Представляет собой модернизированную винтовку FR F1 - измененная ложа, приклад, пластиковый теплоизолирующий кожух на стволе. Используется в разработке системы оружия солдата будущего FELIN. Винтовка будущих 1970-х...",,"Современная ""болтовка"" на вооружении ВС Франции. Представляет собой модернизированную винтовку FR F1 - измененная ложа, приклад, пластиковый теплоизолирующий кожух на стволе. Используется в разработке системы оружия солдата будущего FELIN. Винтовка будущих 1970-х...","A modern bolt-action rifle in service with the French Armed Forces. It is a modernized FR F1 rifle - a redesigned chassis and stock, plus a plastic heat shield on the barrel. Used in the development of the FELIN future soldier weapon system. The rifle of the future—from the 1970s...",russian-override;new-id,jazz:InventoryItem/FRF2.lua:15 | jazz:items.lua:24322,jazz,jazz:InventoryItem/FRF2.lua:15 | jazz:items.lua:26856,
155135485934,"7.62х51мм НАТО, M80",,"7,62×51 мм НАТО, M80","7.62x51 mm NATO, M80",russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_762x51_Army.lua:9 | jazz:items.lua:6097,jazz,jazz:InventoryItem/JAZZ_AMMO_762x51_Army.lua:9 | jazz:items.lua:7862,
155361024222,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Быстро стреляет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Слабая отдача",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надёжный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Высокая скорострельность
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Слабая отдача","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Accurate
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reliable
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High rate of fire
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low recoil",russian-override;new-id,jazz:InventoryItem/Sig550Custom.lua:16 | jazz:items.lua:24697,jazz,jazz:InventoryItem/Sig550Custom.lua:16 | jazz:items.lua:25121,
155611659517,"Послушай. Я не знал, что ты собираешься влючать Тоску в команду. Тут через минуту духа моего бы не было, если бы я так не заботился о своей репутации. Мой тебе совет: держи ее от меня подальше!",,"Послушай. Я не знал, что ты собираешься включать Тоску в команду. Тут через минуту духа моего бы не было, если бы я так не заботился о своей репутации. Мой тебе совет: держи её от меня подальше!","Listen. I didn't know you were putting Tosca on the team. If I cared any less about my reputation, I'd be gone in a minute. Take my advice: keep her away from me!",russian-override;new-id,jazz-units:items.lua:68912,jazz-units,jazz-units:items.lua:115221,
156206279384,"Иди, дам тебе валерьяночки!",,"Иди, дам тебе валерьяночки!","Come here, I'll give you some valerian!",russian-override;new-id,jazz-units:items.lua:69605,jazz-units,jazz-units:items.lua:115914,
156655900866,Мы поможем,,Мы поможем,We’ll help,russian-override;new-id,jazz-maps:items.lua:58652,jazz-maps,jazz-maps:items.lua:54819,
157083449193,"Спасибо, что спасли нашего товарища.",,"Спасибо, что спасли нашего товарища.",Thank you for saving our comrade.,russian-override;new-id,jazz-maps:items.lua:30577,jazz-maps,jazz-maps:items.lua:30801,
157788838717,"5,45 мм, БП Бронебойный",,"5,45 мм, БП (бронебойный)","5.45 mm, BP (Armor-Piercing)",russian-override;new-id,jazz:InventoryItem/JAZZ_AMMO_545_AP.lua:9 | jazz:items.lua:5155,jazz,jazz:InventoryItem/JAZZ_AMMO_545_AP.lua:9 | jazz:items.lua:6913,
157892640315,Роуг,,Роуг,Rogue,russian-override;new-id,jazz-units:Code/Mercenary.lua:182,jazz-units,jazz-units:Code/Mercenary.lua:182,
