ID,Kind,Text,ReferenceText,Locations
890000000003505,dormant-vs-active,work in progress,"Urban Brawl. Статы 80–90, Marksmanship 94, прочие навыки 20+. Не умеет плавать (флейвор). Работает с крыш и в темноте, флиртует с Тоской, Бансом и Лиской. Не выносит Злобного за конкуренцию по части дам и Биффа за трусость.",jazz:.tmp/ame_spec_commit/units_items.lua:125082
890000000003602,dormant-vs-active,[WIP] Лейтенант Хорг «Сигара»,Лейтенант Хорг «Сигара»,jazz:.tmp/ame_spec_commit/units_items.lua:125438
890000000003605,dormant-vs-active,work in progress,"Urban Brawl. Health 98, Strength 94, Agility 78, Marksmanship 89, Mechanical 74, Wisdom 77. Агрессивный лейтенант, никогда не расстаётся с сигарой. Дружит с Быком, Гасом и Биффом; терпеть не может Колби и относится с презрением к слухам про Лаву.",jazz:.tmp/ame_spec_commit/units_items.lua:125441
890000000003702,dormant-vs-active,[WIP] Мануэль,Мануэль,jazz:.tmp/ame_spec_commit/units_items.lua:125793
890000000003705,dormant-vs-active,work in progress,"Urban Brawl / Night Ops. Муж Фатимы, отец Пако. Внедрился в армию Арулько по просьбе Мигеля, был раскрыт и бежал в лес. Отряд встречает его блуждающим в лесах Тракона. Статы 70+, Dexterity 91. Одиночка, привыкший полагаться только на себя после провала операции.",jazz:.tmp/ame_spec_commit/units_items.lua:125796
890000000003802,dormant-vs-active,[WIP] Виктор «Монк» Колесников,Виктор «Монк» Колесников,jazz:.tmp/ame_spec_commit/units_items.lua:126137
890000000003805,dormant-vs-active,work in progress,"Wildfire. Ветеран Чеченской войны, не любит вспоминать родину. Статы 80–90, Marksmanship 94, прочие навыки 20–30. Одиночка, действует лучше вдали от толпы. Симпатизирует Лоре; недолюбливает Ивана и Конрада.",jazz:.tmp/ame_spec_commit/units_items.lua:126140
890000000003902,dormant-vs-active,[WIP] Янно «Знаток» Аллик,Янно «Знаток» Аллик,jazz:.tmp/ame_spec_commit/units_items.lua:126490
890000000003905,dormant-vs-active,work in progress,"Wildfire. Один из лучших показателей статов на уровень в игре. Marksmanship 78, Mechanical 76, Explosives 43. Неисправимый оптимист, ко всему подходит с расчётом инженера. Дружит с Вильде и Грейс; не ладит с Сидни и Доктором Кью. В некоторых файлах WF указан русским по ошибке — считается артефактом данных, национальность эстонская.",jazz:.tmp/ame_spec_commit/units_items.lua:126493
890000000004002,dormant-vs-active,[WIP] Хеннинг фон Браниц,Хеннинг фон Браниц,jazz:.tmp/ame_spec_commit/units_items.lua:126847
890000000004005,dormant-vs-active,work in progress,"Wildfire — эрзац-замена Гасу. Статы 70–80, Wisdom 96, Leadership 76, Marksmanship 92. Клаустрофоб, не переносит замкнутые помещения. Аристократичный тактик, предпочитает командовать издалека, но не боится взять оружие сам, если требуется. Дружит со Штайгером и Лорой; недолюбливает Тора и Рикошета.",jazz:.tmp/ame_spec_commit/units_items.lua:126850
890000000004102,dormant-vs-active,[WIP] Кирк «Статик» Стивенсон,Кирк «Статик» Стивенсон,jazz:.tmp/ame_spec_commit/units_items.lua:127204
890000000004105,dormant-vs-active,work in progress,"Статы 60–80, Strength 59, Dexterity 95, Wisdom 60, Mechanical 99. Боится насекомых. Дружит со Спайдером и обкуренным Ларри; не любит трезвого Ларри, Ротмана, Блэйда; недолюбливает швейцарцев.",jazz:.tmp/ame_spec_commit/units_items.lua:127207
890000000004202,dormant-vs-active,[WIP] Клиффорд «Скала» Хайбол,Клиффорд «Скала» Хайбол,jazz:.tmp/ame_spec_commit/units_items.lua:127586
890000000004205,dormant-vs-active,work in progress,"Худшие боевые статы в каталоге AIM (~50–60), но Wisdom 87, Marksmanship 84, Medical 84 всё ещё держат марку. Держится нейтрально к остальному отряду — слишком занят собственной фляжкой, чтобы с кем-то ссориться.",jazz:.tmp/ame_spec_commit/units_items.lua:127589
890000000004302,dormant-vs-active,[WIP] Джон «Бык» Питерс,Джон «Бык» Питерс,jazz:.tmp/ame_spec_commit/units_items.lua:127898
890000000004305,dormant-vs-active,work in progress,"Один из самых дешёвых наёмников AIM: Health 96, Strength 98, Agility/Dexterity ~50, Wisdom 64, Marksmanship 72. Агрессивен и бьёт первым. Дружит с Нейлсом; не любит Биффа.",jazz:.tmp/ame_spec_commit/units_items.lua:127901
890000000004402,dormant-vs-active,[WIP] Даг «Кардан» Милтон,Даг «Кардан» Милтон,jazz:.tmp/ame_spec_commit/units_items.lua:128245
890000000004405,dormant-vs-active,work in progress,"Статы 60–70, Dexterity 89, Wisdom 49, Marksmanship 44, Mechanical 82. Забывчив — по слухам из JA2, забывает часть навыков после долгой работы, но JAZZ не реализует это механически, только в биографии. Неровно дышит к Вики; не любит Ивана и Игоря; недолюбливает русских.",jazz:.tmp/ame_spec_commit/units_items.lua:128248
890000000004502,dormant-vs-active,[WIP] Тим «Хоббит» Хиллман,Тим «Хоббит» Хиллман,jazz:.tmp/ame_spec_commit/units_items.lua:128589
890000000004505,dormant-vs-active,work in progress,"Статы 60–70, Agility 44, Wisdom 94, Marksmanship 44, Mechanical 0 (никогда не растёт), Explosives 56. Пессимист, боится жары. Держится нейтрально к остальному отряду.",jazz:.tmp/ame_spec_commit/units_items.lua:128592
890000000004602,dormant-vs-active,[WIP] Тим «Рикошет» Саттонн,Тим «Рикошет» Саттонн,jazz:.tmp/ame_spec_commit/units_items.lua:128901
890000000004605,dormant-vs-active,work in progress,"Заниженные для ближнего боя статы (Agility 60, Strength 75), но Marksmanship 88 говорит о хорошей руке для бросков. Одиночка. Уважает Злобного; терпеть не может Сидни, Вики и Скоупа.",jazz:.tmp/ame_spec_commit/units_items.lua:128904
890000000004622,dormant-vs-active,work in progress,"Dexterity 61, Marksmanship 67, Agility 91. Пессимист, местный повстанец. Уважает Мигеля, Иру и Дмитрия; терпеть не может Игги.",jazz:.tmp/ame_spec_commit/units_items.lua:129525
890000000004635,dormant-vs-active,[WIP] Девин Коннелл,Девин Коннелл,jazz:.tmp/ame_spec_commit/units_items.lua:129769
890000000004638,dormant-vs-active,work in progress,"Статы 60–70, Dexterity 88, Explosives 96. Одиночка, бывший боец ИРА. Симпатизирует Реду; недолюбливает британцев.",jazz:.tmp/ame_spec_commit/units_items.lua:129772
890000000004651,dormant-vs-active,[WIP] Брием «Шенк» Друз,Брием «Шенк» Друз,jazz:.tmp/ame_spec_commit/units_items.lua:130016
890000000004654,dormant-vs-active,work in progress,"Статы 30–35, но Wisdom 80. Не умеет плавать, оптимист. Дружит с Динамо и Иваном. Работает за 20 долларов в день — дешевле только даром.",jazz:.tmp/ame_spec_commit/units_items.lua:130019
890000000004667,dormant-vs-active,[WIP] Доктор Винсент «Винс»,Доктор Винсент «Винс»,jazz:.tmp/ame_spec_commit/units_items.lua:130263
890000000004670,dormant-vs-active,work in progress,"Health 94, Dexterity 92, Agility 49, Marksmanship 35, Wisdom 94, Medical 94, Leadership 33. Быстро учится сам и легко учит других; одинаково хорошо стреляет и лечит обеими руками. Страдает клаустрофобией.",jazz:.tmp/ame_spec_commit/units_items.lua:130266
890000000004683,dormant-vs-active,[WIP] Ричард «Убийца» Рутвен,Ричард «Убийца» Рутвен,jazz:.tmp/ame_spec_commit/units_items.lua:130510
890000000004686,dormant-vs-active,work in progress,"Статы 75–80, Wisdom 59, Marksmanship 93. Разыскиваемый террорист-наёмник — берёт контракт, чтобы отсидеться, а затем скрывается. Не умеет плавать. Уважает Мэджика; терпеть не может Фло; недолюбливает американцев.",jazz:.tmp/ame_spec_commit/units_items.lua:130513
890000000004699,dormant-vs-active,[WIP] Полковник Фредерик Биггенс,Полковник Фредерик Биггенс,jazz:.tmp/ame_spec_commit/units_items.lua:130757
890000000004702,dormant-vs-active,work in progress,"Ветеран из Urban Brawl. Статы 55–65, Marksmanship 71, Explosives 92. Оптимист, плохо переносит жару. Ставит заряды по старой школе — надёжно и аккуратно.",jazz:.tmp/ame_spec_commit/units_items.lua:130760
890000000004715,dormant-vs-active,[WIP] Джон Кульба,Джон Кульба,jazz:.tmp/ame_spec_commit/units_items.lua:131004
890000000004718,dormant-vs-active,work in progress,"Ветеран Urban Brawl. Статы 55–60, Marksmanship 95, Mechanical 88. Жена умерла от рака вскоре после спасения из Арулко. Ультра-патриот, любит Гаса, недолюбливает Ивана, Игоря и Рикошета.",jazz:.tmp/ame_spec_commit/units_items.lua:131007
890000000004731,dormant-vs-active,[WIP] Леннарт «Зануда» Вильде,Леннарт «Зануда» Вильде,jazz:.tmp/ame_spec_commit/units_items.lua:131251
890000000004734,dormant-vs-active,work in progress,"Wildfire. Статы ~80, Leadership 67, Marksmanship 74. Плохо переносит жару. Педантичен до занудства — отсюда прозвище. Любит Аллика и Монка; недолюбливает Доктора Кью и Линкса.",jazz:.tmp/ame_spec_commit/units_items.lua:131254
890000000004747,dormant-vs-active,[WIP] Грациелла «Грейс» Джирелли,Грациелла «Грейс» Джирелли,jazz:.tmp/ame_spec_commit/units_items.lua:131498
890000000004750,dormant-vs-active,work in progress,"Wildfire. Итальянка, записанная американкой. Боится тараканов, пессимистка. Средние статы броска (Сила 67, Меткость 69, Ловкость рук 77), Лидерство 62. Любит Аллика; недолюбливает Реда, Рикошета и Лаву.",jazz:.tmp/ame_spec_commit/units_items.lua:131501
890000000004763,dormant-vs-active,[WIP] Рудольф Штайгер,Рудольф Штайгер,jazz:.tmp/ame_spec_commit/units_items.lua:131745
890000000004766,dormant-vs-active,work in progress,"Wildfire. Статы 75–85, Сила 69, Мудрость 90, Лидерство 69, Меткость 94. Плохо переносит жару. Любит Хеннинга, Лору и Гранти; недолюбливает Корда и Булла. Очень дорогой специалист.",jazz:.tmp/ame_spec_commit/units_items.lua:131748
890000000004779,dormant-vs-active,[WIP] Люк «Лаки» Фабр,Люк «Лаки» Фабр,jazz:.tmp/ame_spec_commit/units_items.lua:131992
890000000004782,dormant-vs-active,work in progress,"Wildfire. Бельгиец-франкофон, ошибочно записанный французом. Статы 75–80, Лидерство 58, Меткость 88. Любит Барри; недолюбливает Вишеса и Банса.",jazz:.tmp/ame_spec_commit/units_items.lua:131995
890000000004795,dormant-vs-active,[WIP] Доктор Лора Колин,Доктор Лора Колин,jazz:.tmp/ame_spec_commit/units_items.lua:132239
890000000004798,dormant-vs-active,work in progress,"Wildfire. Румынская цыганка. Статы 70–80, Ловкость 67, Меткость 82, Медицина 57 (при этом врач!), Взрывное дело 52 (лучшее среди Wildfire). Плохо переносит жару. Любит Штайгера и Монка; недолюбливает Тоску и Фокса.",jazz:.tmp/ame_spec_commit/units_items.lua:132242
890000000004811,dormant-vs-active,[WIP] Эмиль «Эскимо» Кимос,Эмиль «Эскимо» Кимос,jazz:.tmp/ame_spec_commit/units_items.lua:132486
890000000004814,dormant-vs-active,work in progress,"Night Ops. Повстанец, воевавший за Мигеля; схвачен и брошен Дейдранной в тюрьму Альмы. После освобождения присоединяется к игроку. Ненавидит арабов и жару. Любит Мигеля, Карлоса и Гамоса. Здоровье 97, Меткость 95.",jazz:.tmp/ame_spec_commit/units_items.lua:132489
890000000005032,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72245 | jazz:.tmp/wip-stash/items.lua:72350
890000000005034,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72259 | jazz:.tmp/wip-stash/items.lua:72364
890000000005036,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72273 | jazz:.tmp/wip-stash/items.lua:72378
890000000005040,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72317 | jazz:.tmp/wip-stash/items.lua:72422
890000000005049,dormant-id-collision,<style AimCopyrightTextC><copyright></style> A.M.E. 2001,,jazz:Code/System_AME_Browser_Template.lua:373
890000000005049,dormant-id-collision,<style AimCopyrightTextC><copyright></style> AME 2001,,jazz:.tmp/ame_spec_commit/jazz_items.lua:1672 | jazz:.tmp/wip-stash/items.lua:1672
890000000005049,dormant-vs-active,<style AimCopyrightTextC><copyright></style> A.M.E. 2001,<style AimCopyrightTextC><copyright></style> AME 2001,jazz:Code/System_AME_Browser_Template.lua:373
890000000005051,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72146 | jazz:.tmp/wip-stash/items.lua:72251
890000000005053,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72160 | jazz:.tmp/wip-stash/items.lua:72265
890000000005055,dormant-vs-active,WIP — механика сигнатурного перка в разработке.,Эта именная способность пока не действует.,jazz:.tmp/ame_spec_commit/jazz_items.lua:72174 | jazz:.tmp/wip-stash/items.lua:72279
890000000005103,dormant-vs-active,"Кваме Менса вырос в Аккре и годы ходил в дружинном патруле, пока кому-то не надоело платить. Он крепкий, спокойный и внимательный — слушает больше, чем говорит, — а стрелять его учили урывками, между сменами. Теперь ищет нормальную работу: не очередной пост у склада, а дело, за которое не стыдно взять деньги.","A polished brass whistle still hangs from Kwame Mensah's belt, rarely blown but always ready. It outlasted years of walking an Accra neighbourhood after dark and settling doorstep quarrels after the watch fund ran dry. Kwame would rather hear the whole story than win an argument. Formal weapons practice came to him in scraps, so he is happiest when someone makes the purpose plain.",jazz:.tmp/ame_spec_commit/units_items.lua:145722
890000000005104,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145727
890000000005105,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145728
890000000005106,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145729
890000000005113,dormant-vs-active,"Жан-Батист Окоро — охотник из Гранд-Шьен. Когда зверь ушёл дальше, чем позволяла лицензия, он остался с опустевшей сумкой и привычкой считать каждый выстрел. Крадётся тихо, смотрит зорко, а про шумные автоматы говорит с недоверием. Хочет снова есть регулярно — без вопросов, откуда добыча.","The forests of Grand Chien once paid Jean-Baptiste Okoro's way, until a licensing dispute left his traps empty and his name unwelcome. He moves with a hunter's economy and dislikes anything that scatters birds before the work begins. Weathered shell cases ride in a leather pouch, keepsakes from lean seasons he survived without complaint. Crowded streets make him wary, but stillness brings out the best in him.",jazz:.tmp/ame_spec_commit/units_items.lua:145773
890000000005114,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145778
890000000005115,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145779
890000000005116,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145780
890000000005123,dormant-vs-active,"Ибрахим Туре служил постовым в Мали: разнимал драки, выписывал протоколы и умел успокоить толпу голосом, а не дубинкой. Когда участок сократили, он ушёл с привычкой перевязывать чужие ссадины и со служебным револьвером на память. Стреляет посредственно и сам это знает — зато не паникует, когда вокруг кричат.","A worn police badge shares Ibrahim Touré's pocket with a spotless handkerchief folded for the next split lip. Both survived a Malian street post where tempers caused more trouble than weapons. Ibrahim can turn a shouting match down by speaking softly, though a distant target gives him fewer clues than an angry face. When panic spreads through a crowd, he looks for the person everyone else has overlooked.",jazz:.tmp/ame_spec_commit/units_items.lua:145824
890000000005124,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145829
890000000005125,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145830
890000000005126,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145831
890000000005133,dormant-vs-active,"Сани Абубакар — новобранец без полка. Руки сильные: таскал мешки, ломал двери, помогал на стройке казармы. Нервы тоньше тела — от чужого крика сжимается раньше, чем успевает подумать. Честно говорит, что учиться придётся на ходу, и всё равно просится в дело.","Before anyone issued him a uniform, Sani Abubakar was hauling cement and forcing warped doors into place at a Nigerian barracks. Loud voices unsettle him more than he admits, yet his broad hands seldom abandon a task halfway through. A red carpenter's pencil lives behind his ear, and he marks every repaired hinge with a tiny cross. He has much to learn about danger, but none about carrying another person's share.",jazz:.tmp/ame_spec_commit/units_items.lua:145875
890000000005134,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145880
890000000005135,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145881
890000000005136,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145882
890000000005143,dormant-vs-active,"Пьер Ндонго молчал на блокпостах Конго так долго, что коллеги перестали ждать от него шуток. Голова варит быстрее рук: запоминает лица, маршруты, кто кому должен. Оружие сдал при увольнении, карманы пусты, взгляд цепкий. Лучше слушает, чем стреляет — пока.","Old bus tickets fill Pierre Ndongo's breast pocket, sorted by route in neat paper bundles. They accumulated while he watched the same Congolese road until faces, debts, and detours arranged themselves into a private map. Pierre is slow to volunteer an opinion and quick to notice when a familiar traveller changes shoes. A weapon never felt as natural as remembering where people came from, so he listens before placing himself in danger.",jazz:.tmp/ame_spec_commit/units_items.lua:145926
890000000005144,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145931
890000000005145,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145932
890000000005146,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145933
890000000005153,dormant-vs-active,"Мусса Диоп из Сенегала ходил следами лучше, чем по асфальту. Дед оставил ему старый винчестер — и Мусса бережёт его так, будто это последний родственник. Не любит шумные компании, патроны считает заранее. Говорит, что лес его ещё не отпустил — просто теперь добыча иногда ходит на двух ногах.","The Winchester inherited from his grandfather is Moussa Diop's sole indulgence, polished nightly with linen worn almost transparent. Before paved roads drew younger hunters away, Senegalese game trails provided his living. Strangers find Moussa distant, but the bush brings a loose, unhurried grace to his step. He counts cartridges before leaving camp and regards a wasted shot as a failure of patience, not equipment.",jazz:.tmp/ame_spec_commit/units_items.lua:145977
890000000005154,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:145982
890000000005155,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:145983
890000000005156,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:145984
890000000005163,dormant-vs-active,"Абель Гетачью сбежал с учений в Эфиопии раньше, чем успел привыкнуть к строевой. Учится быстро: один раз покажи — и уже повторяет, пусть и криво. Попадает редко — руки ещё не поймали ритм. Упрямство у него сильнее опыта: хочет доказать, что из него выйдет солдат, а не вечный дезертир.","Every dawn Abel Getachew relaces his boots exactly as a sergeant once taught him, preserving a small ritual of unfinished service. He left an Ethiopian training ground before the drills could sand down his doubts. A demonstration stays with Abel after a single viewing, then eagerness spoils the result. His hands have not found a calm rhythm under pressure, but embarrassment only sends him back to practise.",jazz:.tmp/ame_spec_commit/units_items.lua:146028
890000000005164,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146033
890000000005165,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146034
890000000005166,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146035
890000000005173,dormant-vs-active,"Табо Молефе патрулировал фермы в Южной Африке: пугал воров, таскал мешки и спал в сарае. Корпус крепкий, шаг тяжёлый; дальше простого ружья ему ничего не выдавали — «хватит и так». У ворот стоит спокойно и от первого хлопка не бежит.","Thabo Molefe guarded South African farmyards, sleeping among feed sacks with a double-barrelled gun within reach. He is deliberate rather than quick, a broad presence that makes a gate feel narrower. A chipped green enamel mug travels everywhere with him, because tea tastes wrong from tin. Nobody trusted Thabo with elaborate instructions, yet sudden noise never sends him running and a long night seldom draws a complaint.",jazz:.tmp/ame_spec_commit/units_items.lua:146079
890000000005174,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146084
890000000005175,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146085
890000000005176,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146086
890000000005183,dormant-vs-active,"Даниэль Кипроп — егерь из Кении: глаза замечают движение раньше звука. Тело худое, выносливость охотничья, а не казарменная. О хорошей винтовке мечтал — дали то, что было. Ему важнее увидеть первым, чем носить красивую форму.","At first light Daniel Kiprop still presses two fingers to the ground, even when the only tracks belong to bicycles. A Kenyan ranger taught him to read the flicker of grass before other men heard a branch move. Bulky burdens tire Daniel, so he chooses cleaner routes through rough country. Fine rifles passed him by, but an early glimpse and a well-chosen position have often served him better.",jazz:.tmp/ame_spec_commit/units_items.lua:146130
890000000005184,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146135
890000000005185,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146136
890000000005186,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146137
890000000005193,dormant-vs-active,"Эммануэль Кабонго водил связных по тропам Гранд-Шьен и знал, где не стоит шуметь после заката. Люди его слушают чуть-чуть — не как офицера, а как того, кто уже проводил таких же потерянных. Стрелять почти не умеет, зато тропы помнит лучше карт.","When the main roads of Grand Chien became unsafe, Emmanuel Kabongo led couriers along creek beds and forgotten footpaths. He has no taste for speeches, though frightened companions naturally match his pace. A charcoal map, softened by sweat and repeated folding, stays tucked inside his shirt. Emmanuel handles a gun like a borrowed tool, but darkness has never made him forget which fork leads home.",jazz:.tmp/ame_spec_commit/units_items.lua:146181
890000000005194,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146186
890000000005195,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146187
890000000005196,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146188
890000000005203,dormant-vs-active,"Аиша Хассан грузила ящики в кенийском порту, пока не поняла: спина ещё терпит, а нервы — уже нет. Хрупкая и вспыльчивая: любой резкий звук заставляет вздрагивать. Хочет уехать от порта подальше — даже если первая работа окажется самой грязной.","The brass token from Aisha Hassan's old dock locker hangs on a cord, its stamped edge polished by sleepless fingers. Years of crates slamming down beside her boots ended when she finally left the Kenyan port. Sharp sounds still catch Aisha's breath, and embarrassment can turn fright into a cutting reply. She is slight and unseasoned, but knows how to keep moving through cramped spaces when everyone is tired.",jazz:.tmp/ame_spec_commit/units_items.lua:146232
890000000005204,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146237
890000000005205,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146238
890000000005206,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146239
890000000005213,dormant-vs-active,"Амаду Кейта — деревенский дружинник из Мали. Сильный, привыкший работать руками, боится взрывчатки до дрожи: однажды видел, как мина разорвала телегу, и с тех пор обходит подозрительную землю по широкой дуге. Простую работу без «сюрпризов» делает лучше многих храбрецов.","Amadou Keita joined a village watch in Mali, where broken shutters and overturned carts usually mattered more than drills. A mine took a wagon apart in front of him, leaving a fear of disturbed soil that no teasing has cured. He tests each doubtful verge with a long walnut stick and explains exactly why. Amadou may choose the widest path around hidden danger, but once a threat is visible he meets it with plain, dependable effort.",jazz:.tmp/ame_spec_commit/units_items.lua:146283
890000000005214,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146288
890000000005215,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146289
890000000005216,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146290
890000000005223,dormant-vs-active,"Чиди Оконкво провалил медкомиссию армии Нигерии — сердце «не то», бумаги «не те». Зато пальцы ловкие: вскрывал ящики улик, чинил замки, однажды утащил из архива старый служебный револьвер. Чуть понимает в механизмах, больше — в том, как не попасться.","Tiny springs rattle in Chidi Okonkwo's matchbox, each sorted by feel and sound. The Nigerian army rejected him, so stubborn evidence crates behind a police station became his daily work. Latches made sense in a way marching never did, and a forgotten revolver eventually followed Chidi out. His fingers solve small mechanisms quickly, though a hard rush can leave him waiting for his pulse to settle.",jazz:.tmp/ame_spec_commit/units_items.lua:146334
890000000005224,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146339
890000000005225,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146340
890000000005226,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146341
890000000005233,dormant-vs-active,"Люсьен Мбарга браконьерствовал в Гранд-Шьен, пока рейнджеры не отняли ружьё и не пообещали тюрьму при следующей встрече. Осталась привычка ходить тихо. Не герой и не кается вслух — просто ищет оплату там, где никто не спрашивает про лицензии.","An expired licence lies absurdly neat inside Lucien Mbarga's knife sheath after many wet seasons. It survived the day Grand Chien rangers confiscated his poaching gun and promised a cell next time. Lucien performs no regret for company, preferring to leave before questions grow specific. Empty-handed at distance, he falls back on the craft nobody managed to seize: moving without announcing himself.",jazz:.tmp/ame_spec_commit/units_items.lua:146385
890000000005234,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146390
890000000005235,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146391
890000000005236,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146392
890000000005243,dormant-vs-active,"Кофи Асанте сторожил школу в Гане и читал всё, что забывали на партах. Соображает отлично — схватывает быстрее многих «настоящих» бойцов, — но руками почти не владеет. Спокойно учится на чужих ошибках, лишь бы платили и давали шанс.","A blue nub of classroom chalk follows Kofi Asante wherever a blank board might accept a question. He educated himself from books abandoned beneath desks while guarding a Ghanaian school at night. Ideas come readily, while knots, catches, and unfamiliar tools can make Kofi's hands look borrowed. Being treated as useless stings him, but he learns from a mistake before repeating it himself.",jazz:.tmp/ame_spec_commit/units_items.lua:146436
890000000005244,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146441
890000000005245,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146442
