ID,SourceText,Russian,English,Notes
890000000005393,"A smooth grey stone from his Ethiopian home valley rests in Tesfaye Alemu's palm, then disappears before the shot. There he learned that a hurried breath could carry farther than a footstep. Better rifles always belonged to somebody else, a fact Tesfaye accepts without bitterness. He is not made for prolonged punishment, but patience often lets him finish before endurance becomes the question.","В эфиопских горах Тесфайе Алему научился успокаивать дыхание раньше, чем получил оружие, достойное этого умения. Он худощав, терпелив и без зависти принимает то, что оказалось под рукой. Перед выстрелом Тесфайе сжимает гладкий серый камень, когда-то поднятый у дома, а затем убирает его в карман. Долгая драка быстро истощает его, зато первый спокойный миг он использует редко хуже других.","A smooth grey stone from his Ethiopian home valley rests in Tesfaye Alemu's palm, then disappears before the shot. There he learned that a hurried breath could carry farther than a footstep. Better rifles always belonged to somebody else, a fact Tesfaye accepts without bitterness. He is not made for prolonged punishment, but patience often lets him finish before endurance becomes the question.",JAZZ-UNITS-005
890000000005403,"A spare bootlace circles Rafael dos Santos's wrist, recalling the day a broken boot delayed an entire column. Angolan road crews rarely saw him understand a new drill before anyone else. Rather than pretend, Rafael repeated the motion until it belonged to him. Sudden changes make him rigid, but fatigue and dust do little to loosen a promise he has already made.","На ангольских дорогах Рафаэль дос Сантос сопровождал рабочие бригады и осваивал каждое новое дело медленнее тех, кто любил давать советы. Он не спорил, а повторял движение до тех пор, пока оно не становилось привычкой. Вокруг запястья Рафаэля намотан запасной шнурок, потому что однажды порванный ботинок задержал всю колонну. С внезапной выдумкой он дружит плохо, зато приходит трезвым, держит заданный порядок и не исчезает после тяжёлого дня.","A spare bootlace circles Rafael dos Santos's wrist, recalling the day a broken boot delayed an entire column. Angolan road crews rarely saw him understand a new drill before anyone else. Rather than pretend, Rafael repeated the motion until it belonged to him. Sudden changes make him rigid, but fatigue and dust do little to loosen a promise he has already made.",JAZZ-UNITS-005
890000000005413,"The bent key to Awa Sow's vanished dockside job taps against her thigh whenever someone explains her own work to her. Its Senegalese storehouse had passages too narrow for grand gestures. Awa learned to slip around trouble quickly without enjoying the sound of its arrival. Sustained noise wears at her composure, but close walls give that speed somewhere useful to go.","Ночные смены на сенегальской пристани научили Аву Соу встречать неприятности в узких коридорах почти вплотную. Она быстра, колка и слишком хорошо слышит каждый неожиданный скрип за дверью. От старого склада у Авы остался погнутый ключ, которым она постукивает по бедру, когда кто-то начинает поучать её снисходительным тоном. Долгая пальба расшатывает ей нервы, зато в тесноте она исчезает с чужой линии раньше, чем там становится опасно.","The bent key to Awa Sow's vanished dockside job taps against her thigh whenever someone explains her own work to her. Its Senegalese storehouse had passages too narrow for grand gestures. Awa learned to slip around trouble quickly without enjoying the sound of its arrival. Sustained noise wears at her composure, but close walls give that speed somewhere useful to go.",JAZZ-UNITS-005
890000000005423,"A crushed silver-coloured cigarette case still shuts for Claude Mvemba with a satisfying click, though opening it needs a thumbnail. Grand Chien plantation work taught him to let most trouble come closer to the shotgun. Conversation bores Claude; cigarettes do not. Distant contests hold little appeal, but among sheds, fences, and cane he judges space with the ease of long habit.","Среди плантаций Гранд-Шьен Клод Мвемба привык решать споры на расстоянии, удобном для дробовика. Он говорит мало, курит много и считает лишний шаг навстречу таким же расточительством, как лишнее слово. Серебристый портсигар Клода давно смят каблуком, но закрывается с приятным щелчком. Открытый простор не даёт ему уверенности, зато среди изгородей и сараев он безошибочно чувствует собственную дистанцию.","A crushed silver-coloured cigarette case still shuts for Claude Mvemba with a satisfying click, though opening it needs a thumbnail. Grand Chien plantation work taught him to let most trouble come closer to the shotgun. Conversation bores Claude; cigarettes do not. Distant contests hold little appeal, but among sheds, fences, and cane he judges space with the ease of long habit.",JAZZ-UNITS-005
890000000005433,"An empty ammunition box serves as Emeka Nwosu's chair and carries the label, “Do not relocate with owner.” Nigerian quay work first revealed that he could carry a machine gun farther than anyone else. Finesse never followed, but good humour did whenever the joke concerns his immovable size. Emeka struggles with delicate choices at distance, yet weight, recoil, and stubborn ground suit him perfectly.","Груз в нигерийском порту привёл Эмеку Нвосу к пулемёту: никто другой не хотел носить его достаточно долго. Он силён, упрям и не обижается на шутку, если успел рассказать её первым. Пустую патронную коробку Эмека использует как стул и подписал снизу: «не сдвигать вместе с хозяином». Тонкая работа ему чужда, зато тяжесть и долгий шум кажутся почти естественным продолжением его самого.","An empty ammunition box serves as Emeka Nwosu's chair and carries the label, “Do not relocate with owner.” Nigerian quay work first revealed that he could carry a machine gun farther than anyone else. Finesse never followed, but good humour did whenever the joke concerns his immovable size. Emeka struggles with delicate choices at distance, yet weight, recoil, and stubborn ground suit him perfectly.",JAZZ-UNITS-005
890000000005443,"A polished horn button from Samuel Cheruiyot's first hunting coat is sewn into his rifle sling. Kenyan trails taught him long before regulations or military vocabulary arrived. Outdoors Samuel is quick and watchful, taking the extra breath that impatient shooters resent. Barracks make him restless and sharp-tongued, but a horizon seems to reveal movement before everyone else has decided where to look.","Задолго до строевых слов Сэмюэл Черуйот выучил охотничьи тропы Кении. В лесу он лёгок, внимателен и предпочитает сделать паузу, а не исправлять поспешность новым выстрелом. На ремне его винчестера пришита пуговица из полированного рога, оставшаяся от первой куртки. Казарменная теснота быстро делает Сэмюэла раздражительным, зато на открытом воздухе он будто заранее знает, откуда появится движение.","A polished horn button from Samuel Cheruiyot's first hunting coat is sewn into his rifle sling. Kenyan trails taught him long before regulations or military vocabulary arrived. Outdoors Samuel is quick and watchful, taking the extra breath that impatient shooters resent. Barracks make him restless and sharp-tongued, but a horizon seems to reveal movement before everyone else has decided where to look.",JAZZ-UNITS-005
890000000005453,"A mismatched screwdriver wrapped in red cloth shares Mamadou Traoré's pocket with a wire cutter. He began tending other men's weapons during quiet hours on a Malian road patrol. No gifted engineer, Mamadou simply remembers which small part caused trouble last time. Machinery yields to repetition rather than insight for him, but uncomplicated faults tend to stay fixed once his careful hands have visited.","После смен в малийском дорожном патруле Мамаду Траоре разбирал соседские стволы, пока остальные спорили о вчерашней стрельбе. Он не мастер, но терпеливо запоминает, какая пружина куда возвращается, и редко выдаёт догадку за знание. Чужая отвёртка, обмотанная красной тканью, всегда лежит у него рядом с кусачками. Мамаду не схватывает ремонт мгновенно, зато после него простая неисправность обычно перестаёт повторяться.","A mismatched screwdriver wrapped in red cloth shares Mamadou Traoré's pocket with a wire cutter. He began tending other men's weapons during quiet hours on a Malian road patrol. No gifted engineer, Mamadou simply remembers which small part caused trouble last time. Machinery yields to repetition rather than insight for him, but uncomplicated faults tend to stay fixed once his careful hands have visited.",JAZZ-UNITS-005
890000000005463,"A sliver of soap rides in Felix Tshisekedi's tin lid to scrub the iron smell from his hands. Congolese checkpoint shifts taught him to inherit empty canteens and unfinished chores without complaint. Felix tied the bandage, watched the road, and requested explanations later. He offers no remarkable flourish, but difficult days improve simply because he does not become another problem to solve.","На конголезском блокпосту Феликс Чисекеди привык, что одна смена редко оставляет другой воду, бинты или внятные объяснения. Он закрывает чужие мелкие промахи без жалоб и не считает это подвигом. В кармане Феликс носит обмылок в жестяной крышке, чтобы после перевязки руки не пахли железом. Ни одно дело не даётся ему блестяще, зато в плохой день он остаётся тем человеком, о котором не приходится тревожиться отдельно.","A sliver of soap rides in Felix Tshisekedi's tin lid to scrub the iron smell from his hands. Congolese checkpoint shifts taught him to inherit empty canteens and unfinished chores without complaint. Felix tied the bandage, watched the road, and requested explanations later. He offers no remarkable flourish, but difficult days improve simply because he does not become another problem to solve.",JAZZ-UNITS-005
890000000005473,"A pocket ledger mixes Noah van Wyk's planting dates with promises made to people, every fulfilled one neatly crossed through. South African neighbours once brought him quarrels about water, fences, and wandering cattle. Noah speaks without hurry, leaving silence to push where louder men would shout. He is capable rather than dazzling with a rifle, but tired companions often recover their sense when his plain voice gives the next step.","Соседи по южноафриканской ферме приносили Ноа ван Вику споры о воде и заблудившемся скоте. Он не повышает голос и не торопит ответ, поэтому даже старшие часто замолкают, когда Ноа начинает говорить. В карманном журнале рядом с датами посева он записывает обещания, данные людям. Стреляет он без показного блеска, но рядом с его спокойным порядком усталые товарищи реже делают глупости.","A pocket ledger mixes Noah van Wyk's planting dates with promises made to people, every fulfilled one neatly crossed through. South African neighbours once brought him quarrels about water, fences, and wandering cattle. Noah speaks without hurry, leaving silence to push where louder men would shout. He is capable rather than dazzling with a rifle, but tired companions often recover their sense when his plain voice gives the next step.",JAZZ-UNITS-005
890000000005483,"A dented pocket mirror lets Joseph “Hyena” Mukendi inspect a doorway without offering it his head. Grand Chien survivors remembered his ambush laugh before they remembered the face. Joseph fights with quick, practical cruelty and considers elegance a luxury for safer rooms. Nerve carries him through ugly moments, though his appetite for nearness can place him where a wiser man would never go.","В Гранд-Шьен противники Жозефа Мукенди сперва слышали смешок и лишь потом видели лицо, так за ним закрепилась кличка «Гиена». В тесном месте он действует быстро, грязно и без интереса к красивым правилам. Жозеф носит помятое карманное зеркальце и проверяет им дверные углы, прежде чем сунуться вперёд. Его решительность спасает чаще, чем осторожность, но иногда эти два слова он явно путает.","A dented pocket mirror lets Joseph “Hyena” Mukendi inspect a doorway without offering it his head. Grand Chien survivors remembered his ambush laugh before they remembered the face. Joseph fights with quick, practical cruelty and considers elegance a luxury for safer rooms. Nerve carries him through ugly moments, though his appetite for nearness can place him where a wiser man would never go.",JAZZ-UNITS-005
890000000005493,"A faded wool cap becomes Abraham Tekle's tiny pillow every night, a comfort kept from colder bivouacs. It followed an Ethiopian mountain campaign that ended with more men walking home than marching. Defeat made Abraham quieter rather than bitter, and he waits for a clear sight instead of demanding one. He looks worn, but hardship has left both frame and attention surprisingly difficult to shake.","Об отступлении из эфиопских гор Абрахам Текле и его бывшие товарищи до сих пор говорят только дома. Он дышит ровно, не торопит выстрел и принимает поражение как урок, а не личное оскорбление. На ночлеге Абрахам сворачивает старую шерстяную шапку в маленькую подушку, хотя давно может позволить себе лучшую. Лицо кажется усталым, но тело и привычки сохранили больше прочности, чем обещает первый взгляд.","A faded wool cap becomes Abraham Tekle's tiny pillow every night, a comfort kept from colder bivouacs. It followed an Ethiopian mountain campaign that ended with more men walking home than marching. Defeat made Abraham quieter rather than bitter, and he waits for a clear sight instead of demanding one. He looks worn, but hardship has left both frame and attention surprisingly difficult to shake.",JAZZ-UNITS-005
890000000005503,"His mother's tiny brass thimble glints absurdly between Sipho “Anvil” Khumalo's enormous fingers while he repairs webbing. A South African gun crew gave every oversized burden to his shoulders. Sipho thinks in straight lines, advances without grace, and claims no gift for a fine shot. He adapts slowly, but once the heavy barrel settles, neither recoil nor argument moves him easily.","В южноафриканском пулемётном расчёте Сифо «Наковальня» Кхумало всегда получал ту часть ноши, которую остальные делили на двоих. Он двигается тяжело, мыслит прямыми линиями и не притворяется точным мастером одиночной цели. По вечерам Сифо неловко штопает ремни крошечным напёрстком, подаренным матерью, зажимая иглу огромными пальцами. Когда требуется долго удерживать тяжёлый ствол на одном направлении, его недостатки внезапно становятся почти неважны.","His mother's tiny brass thimble glints absurdly between Sipho “Anvil” Khumalo's enormous fingers while he repairs webbing. A South African gun crew gave every oversized burden to his shoulders. Sipho thinks in straight lines, advances without grace, and claims no gift for a fine shot. He adapts slowly, but once the heavy barrel settles, neither recoil nor argument moves him easily.",JAZZ-UNITS-005
890000000005513,"Reserve service in Senegal taught Boubacar Kane that exhausted people remember reasons longer than shouted commands. He explains the purpose, checks the route himself, and lets silence replace ceremony. Orders go onto the clean inside of flattened cigarette packets, then the recipient must repeat them in ordinary words. Boubacar inspires trust gradually rather than dramatically, but confusion has a way of thinning out wherever his quiet routine takes hold.","Служба офицером запаса в Сенегале научила Бубакара Кане, что усталые люди лучше выполняют короткий приказ, смысл которого им объяснили. Он говорит спокойно, не тратит время на позу и сам проверяет путь, прежде чем отправить туда другого. Бубакар пишет распоряжения на внутренней стороне пустых сигаретных пачек и просит прочитавшего повторить их своими словами. Он не собирает вокруг себя восторгов, зато после суток рядом с ним позиции обычно остаются на месте.","Reserve service in Senegal taught Boubacar Kane that exhausted people remember reasons longer than shouted commands. He explains the purpose, checks the route himself, and lets silence replace ceremony. Orders go onto the clean inside of flattened cigarette packets, then the recipient must repeat them in ordinary words. Boubacar inspires trust gradually rather than dramatically, but confusion has a way of thinning out wherever his quiet routine takes hold.",JAZZ-UNITS-005
890000000005523,"A scorched matchbox receives Didier “Smoke” Mbemba's fresh escape arrow before every job. The habit began in Congolese demolition work, where he repeatedly vanished behind dust of his own making. Sprinting is not among Didier's ambitions, so every loud solution starts with a chosen way out. He can be ponderous while others have options, but once silence is gone he becomes the calmest man in the noise.","За пылью от конголезских зарядов Дидье Мбемба исчезал так часто, что прозвище «Дым» стало неизбежным. Он не любит бегать и предпочитает заранее знать, куда отступит после громкого хлопка. В кармане Дидье лежит обгоревший коробок спичек, на котором он каждый раз рисует новую стрелку выхода. Когда тишина уже потеряна, его расчётливое спокойствие оказывается полезнее скорости.","A scorched matchbox receives Didier “Smoke” Mbemba's fresh escape arrow before every job. The habit began in Congolese demolition work, where he repeatedly vanished behind dust of his own making. Sprinting is not among Didier's ambitions, so every loud solution starts with a chosen way out. He can be ponderous while others have options, but once silence is gone he becomes the calmest man in the noise.",JAZZ-UNITS-005
890000000005533,"Spare bandages stay sealed in Amina Yusuf's waxed paper and are inspected whenever rain enters the seams. Nigerian service taught her that ammunition, sleep, and clean cloth all require conservation. Amina treats her rifle as a duty rather than a companion and keeps every burst brief. Her reserve feels severe across a table, but beside blood it becomes the steady distance needed to help.","Тяжёлые годы в нигерийской части оставили Амине Юсуф уважение к короткой очереди и чистой повязке. Она бережёт оружие без нежности, как вещь, которая обязана работать и не нуждается в комплиментах. Запасные бинты Амина заворачивает в вощёную бумагу и меняет свёрток после каждого дождя. Её холодный взгляд смущает новичков, зато рядом с кровью она остаётся собраннее многих разговорчивых ветеранов.","Spare bandages stay sealed in Amina Yusuf's waxed paper and are inspected whenever rain enters the seams. Nigerian service taught her that ammunition, sleep, and clean cloth all require conservation. Amina treats her rifle as a duty rather than a companion and keeps every burst brief. Her reserve feels severe across a table, but beside blood it becomes the steady distance needed to help.",JAZZ-UNITS-005
890000000005543,"A fine cleaning brush and a corked drop of oil travel inside Sergeant Léopold Sassou's empty cigar tube. Grand Chien service meant rescuing rifles from dust, neglect, and owners who swore they had changed nothing. Solid and unsentimental, Léopold knows enough about simple faults to be dangerous to excuses. People rarely earn his smile, but a magazine seating cleanly can soften his entire face.","Чужая лень и мелкая грязь испортили при Леопольде Сассу достаточно оружия, чтобы сержант Гранд-Шьен перестал верить оправданиям. Он крепок, говорит ровно и без особого удовольствия чинит простые неполадки прямо на месте. В пустой сигарной трубке Леопольд носит тонкую щётку и каплю масла, защищённую пробкой. Для камеры он не улыбается, зато правильно вставший магазин способен вызвать у него редкое настоящее довольство.","A fine cleaning brush and a corked drop of oil travel inside Sergeant Léopold Sassou's empty cigar tube. Grand Chien service meant rescuing rifles from dust, neglect, and owners who swore they had changed nothing. Solid and unsentimental, Léopold knows enough about simple faults to be dangerous to excuses. People rarely earn his smile, but a magazine seating cleanly can soften his entire face.",JAZZ-UNITS-005
890000000005553,"Coarse rope rides at Kofi Mensah's waist for repairing crate handles everyone else has abandoned. He went from a Ghanaian dock winch to guns that made ordinary men seek another pair of hands. Immensely built, Kofi changes direction slowly and never chases what can be pinned down. Subtle plans can outrun his understanding, but weight and recoil seem to arrive at his shoulders already tamed.","От портовой лебёдки в Гане Кофи Менса перешёл к тяжёлому оружию, сменив канаты на другую ношу. Он огромен, нетороплив и не пытается догнать того, кого можно вынудить остановиться. Кофи всегда держит при себе моток грубой верёвки и чинит им ручки на ящиках, которые другие уже списали. Тонкий расчёт проходит мимо него, но вес, отдача и долгая неподвижная работа будто придуманы под его плечи.","Coarse rope rides at Kofi Mensah's waist for repairing crate handles everyone else has abandoned. He went from a Ghanaian dock winch to guns that made ordinary men seek another pair of hands. Immensely built, Kofi changes direction slowly and never chases what can be pinned down. Subtle plans can outrun his understanding, but weight and recoil seem to arrive at his shoulders already tamed.",JAZZ-UNITS-005
890000000005563,"Tiny scorpions with different expressions crowd Hassan “Scorpion” Ibrahim's matchbook margins. The nickname followed quick deliveries between Malian outposts once those arrivals began including explosive replies. Hassan moves lightly, throws with conviction, and keeps a sting ready for conversation. He understands timing better than caution and enjoys a well-placed blast enough to stand closer than sensible people prefer.","Кличка «Скорпион» пристала к Хассану Ибрахиму в Мали за быстрые появления и неприятные сюрпризы после них. Он двигается легче большинства старых служак, бросает уверенно и разговаривает так, будто каждую фразу снабдили жалом. В его спичечном блокноте на полях нарисованы скорпионы с разным выражением морды. Хассан любит точный момент взрыва чуть сильнее, чем безопасную дистанцию, и сам считает это частью обаяния.","Tiny scorpions with different expressions crowd Hassan “Scorpion” Ibrahim's matchbook margins. The nickname followed quick deliveries between Malian outposts once those arrivals began including explosive replies. Hassan moves lightly, throws with conviction, and keeps a sting ready for conversation. He understands timing better than caution and enjoys a well-placed blast enough to stand closer than sensible people prefer.",JAZZ-UNITS-005
890000000005573,"Black cloth covers Patrick Omondi's luminous watch and rises only beneath a cupped hand. Years on Kenyan night posts made footsteps as distinct to him as daytime faces. Patrick speaks softly after sunset, drawing tired people closer instead of competing with the dark. In daylight he is merely composed and competent; at night, patience and quiet authority seem to arrive at the same point.","По паузам между шагами Патрик Омонди научился понимать, кто идёт в кенийской темноте уверенно, а кто притворяется. После заката он говорит шёпотом, но люди всё равно наклоняются ближе и слушают. Светящийся циферблат часов Патрик закрывает лоскутом чёрной ткани, поднимая его только под ладонью. Днём он кажется просто спокойным стрелком, зато ночь собирает его внимание в одну ясную линию.","Black cloth covers Patrick Omondi's luminous watch and rises only beneath a cupped hand. Years on Kenyan night posts made footsteps as distinct to him as daytime faces. Patrick speaks softly after sunset, drawing tired people closer instead of competing with the dark. In daylight he is merely composed and competent; at night, patience and quiet authority seem to arrive at the same point.",JAZZ-UNITS-005
890000000005583,"A red fountain pen marks Fatoumata Sy's casualty notes and remains the one possession she refuses to lend. Senegalese field surgery taught her that clean water can feel more precious than ammunition. Fatoumata lowers her voice when a ward grows frantic, forcing everyone nearby to listen instead of shout. A pistol brings visible reluctance, but an uncovered wound replaces hesitation with exact, unsparing purpose.","В сенегальском полевом лазарете доктор Фатумата Си порой видела готовый операционный стол раньше подвоза чистой воды. Она говорит тихо, режет уверенно и особенно сердится на людей, считающих бинты признаком трусости. Красной перьевой ручкой Фатумата помечает карточки раненых и никогда не даёт её взаймы. Пистолет в её руке остаётся последней необходимостью, зато возле открытой раны сомнений у неё заметно меньше.","A red fountain pen marks Fatoumata Sy's casualty notes and remains the one possession she refuses to lend. Senegalese field surgery taught her that clean water can feel more precious than ammunition. Fatoumata lowers her voice when a ward grows frantic, forcing everyone nearby to listen instead of shout. A pistol brings visible reluctance, but an uncovered wound replaces hesitation with exact, unsparing purpose.",JAZZ-UNITS-005
890000000005593,"An old radio jingle follows Grace Wanjiru through folded dressings until breathing around a cot matches its rhythm. Kenyan nursing taught her this during nights when the infirmary generator failed. Grace carries no gun and never pretends suffering has become ordinary. Violence aimed at her remains frighteningly unfamiliar, but beside a patient she becomes the calm pair of hands everyone was looking for.","Керосиновую ночь после аварии генератора Грейс Ванджиру провела у коек кенийского лазарета. Она не носит оружия и не изображает, будто человеческая кровь перестала её трогать. Складывая повязки, Грейс тихо напевает старую радиозаставку, потому что ровный ритм успокаивает и её, и пациентов. В передней линии ей тесно и страшно, зато возле носилок паника обычно уступает место работе.","An old radio jingle follows Grace Wanjiru through folded dressings until breathing around a cot matches its rhythm. Kenyan nursing taught her this during nights when the infirmary generator failed. Grace carries no gun and never pretends suffering has become ordinary. Violence aimed at her remains frighteningly unfamiliar, but beside a patient she becomes the calm pair of hands everyone was looking for.",JAZZ-UNITS-005
890000000005603,"A blunt carpenter's pencil sits behind Emile Kabongo's ear for sketching knots on wrappers and walls. Grand Chien road injuries often made him undo the generous mistakes of whoever reached a victim first. Emile teaches simple bandaging wherever he goes, patient with ignorance but not carelessness. Emergencies have aged his face and slowed his step, yet a difficult wound still brings remarkable clarity to hands and instructions.","Дорожные травмы в Гранд-Шьен часто приводили к доктору Эмилю Кабонго пациентов, которых сперва перевязали добрыми, но неумелыми руками. Поэтому он учит каждого помощника простым узлам и повторяет объяснение без раздражения, пока тот не поймёт. За ухом Эмиль держит тупой плотницкий карандаш, которым рисует схемы прямо на упаковке бинтов. Оружие делает его скованным, зато сложная рана возвращает голосу и пальцам почти молодую точность.","A blunt carpenter's pencil sits behind Emile Kabongo's ear for sketching knots on wrappers and walls. Grand Chien road injuries often made him undo the generous mistakes of whoever reached a victim first. Emile teaches simple bandaging wherever he goes, patient with ignorance but not carelessness. Emergencies have aged his face and slowed his step, yet a difficult wound still brings remarkable clarity to hands and instructions.",JAZZ-UNITS-005
890000000005613,"A battered kettle goes on before Captain Amara Koné's dawn lessons, and its whistle closes the session. Malian service taught her to turn nervous soldiers into people who understood why a drill mattered. Amara rejects parade-ground drama, giving an error explanation rather than humiliation. Her own body no longer demonstrates every movement gracefully, yet the habits she plants keep working when fear makes clever advice disappear.","Строевой театр, красивый лишь до первого раненого, быстро надоел капитану Амаре Коне во время службы в Мали. Она разбирает ошибку жёстко, но объясняет её смысл, пока ученик не сможет повторить урок другому. Перед рассветом Амара ставит на огонь помятый чайник и заканчивает занятие лишь тогда, когда вода закипит. Сама она уже не так легка на ногах и не прячет этого, зато её правила переживают усталость лучше многих людей.","A battered kettle goes on before Captain Amara Koné's dawn lessons, and its whistle closes the session. Malian service taught her to turn nervous soldiers into people who understood why a drill mattered. Amara rejects parade-ground drama, giving an error explanation rather than humiliation. Her own body no longer demonstrates every movement gracefully, yet the habits she plants keep working when fear makes clever advice disappear.",JAZZ-UNITS-005
890000000005623,"A chipped wooden ruler draws Sergeant Nadia Okonkwo's sight lines in dust, on tables, or across a map. Teaching troops in Nigeria revealed that she diagnoses another shooter's mistake better than she displays perfection herself. Nadia's voice carries, but the lesson beneath it is precise and free of vanity. She cannot sustain every example demanded from younger bodies, yet pupils nearby soon stop snatching at the shot.","Чужой промах сержант Надия Оконкво разбирает лучше, чем изображает собственную безошибочность перед начальством. В Нигерии она учила молодых солдат прицеливаться без спешки, резким голосом давая ясные объяснения. Надия носит деревянную линейку со сколом и чертит ею направление прямо на земле. В долгом бою она устаёт раньше, чем признаётся, но рядом с ней чужие руки обычно перестают торопиться.","A chipped wooden ruler draws Sergeant Nadia Okonkwo's sight lines in dust, on tables, or across a map. Teaching troops in Nigeria revealed that she diagnoses another shooter's mistake better than she displays perfection herself. Nadia's voice carries, but the lesson beneath it is precise and free of vanity. She cannot sustain every example demanded from younger bodies, yet pupils nearby soon stop snatching at the shot.",JAZZ-UNITS-005
890000000005633,"Wire holds one arm of Major Théodore Ngalula's folding spectacles, a temporary fix kept for years. His Grand Chien career was spent teaching groups to survive after exhaustion stripped away ceremony. Théodore repeats an explanation until it works in ordinary language, often repairing a loose buckle while he talks. He moves like an older man now, but flawed plans still reveal themselves to him with uncomfortable speed.","Почему одни группы рассыпались за неделю, а другие выдерживали тяжёлый сезон, майор Теодор Нгалула изучал всю службу в Гранд-Шьен. Он объясняет долго, чинит попавшуюся под руку мелочь и не повышает голос только ради звания. Складные очки Теодора держатся на проволоке, которую он однажды заменил сам и с тех пор упрямо не меняет. В движении возраст уже спорит с ним, зато в чужом плане он замечает слабое место раньше, чем молодые успевают заскучать.","Wire holds one arm of Major Théodore Ngalula's folding spectacles, a temporary fix kept for years. His Grand Chien career was spent teaching groups to survive after exhaustion stripped away ceremony. Théodore repeats an explanation until it works in ordinary language, often repairing a loose buckle while he talks. He moves like an older man now, but flawed plans still reveal themselves to him with uncomfortable speed.",JAZZ-UNITS-005
890000000005643,"A smooth wooden bead slides beneath Issa Camara's thumb along the rifle sling during long waits. Heat on a northern Senegalese road taught him how a careful shot can end an afternoon's danger. Issa accepts his narrow frame and leaves rushing to people built for it. He suffers quickly when a position becomes a brawl, but few prevent the quiet moment from turning into one as well.","На севере Сенегала Исса Камара наблюдал за дорогой, где редкий выстрел был полезнее долгой перестрелки на жаре. Он бережёт дыхание, не участвует в беготне и честно предупреждает, что штурмовая работа создана для других. На ремне его винтовки висит гладкая деревянная бусина, которую Исса перекатывает пальцем во время ожидания. Тело у него хрупкое, зато терпение позволяет закончить дело прежде, чем оно успеет потребовать от него лишнего.","A smooth wooden bead slides beneath Issa Camara's thumb along the rifle sling during long waits. Heat on a northern Senegalese road taught him how a careful shot can end an afternoon's danger. Issa accepts his narrow frame and leaves rushing to people built for it. He suffers quickly when a position becomes a brawl, but few prevent the quiet moment from turning into one as well.",JAZZ-UNITS-005
890000000005653,"A tiny jar of matte black paint covers every fresh glint on Lindiwe Mokoena's metal before dusk. South African night observation taught her how a bright scratch betrays more than a careless footstep. Lindiwe is reserved and careful not to confuse courage with carrying too much. Daylight bustle drains her quickly, but darkness narrows the world into patient shapes she can read with unusual confidence.","Ночная работа в Южной Африке научила Линдиве Мокоену любить часы, когда лишний блеск выдаёт человека раньше движения. Она говорит коротко, не обещает чудес и выбирает путь, на котором не придётся бороться с собственной хрупкостью. Маленькой банкой матовой краски Линдиве закрывает свежие царапины на металле ещё до наступления темноты. Дневная суета утомляет её, зато ночью внимание становится тихим и острым.","A tiny jar of matte black paint covers every fresh glint on Lindiwe Mokoena's metal before dusk. South African night observation taught her how a bright scratch betrays more than a careless footstep. Lindiwe is reserved and careful not to confuse courage with carrying too much. Daylight bustle drains her quickly, but darkness narrows the world into patient shapes she can read with unusual confidence.",JAZZ-UNITS-005
890000000005663,"A cotton-lined cigarette tin holds Bakary Diarra's detonators and receives a nervous tap before work. He acquired them by trading away his pistol during years handling Malian road charges. Wires obey sequence while gunfire does not, a distinction Bakary takes seriously. Beside a device he understands he is composed, but uncontrolled danger exposes how much confidence depends on preparing the ground himself.","Пистолет Бакари Диарра однажды превратился в коробку хороших детонаторов для дорожных работ в Мали, и хозяин не пожалел. Провода и взрыватели понятнее ему, чем перестрелка, где опасность не ждёт разрешения. Детонаторы Бакари держит в старой сигаретной жестянке, переложенной хлопком, и перед делом стучит ногтем по крышке. Рядом с подготовленным зарядом руки у него спокойны, но летящая пуля мгновенно напоминает, насколько он не любит случайность.","A cotton-lined cigarette tin holds Bakary Diarra's detonators and receives a nervous tap before work. He acquired them by trading away his pistol during years handling Malian road charges. Wires obey sequence while gunfire does not, a distinction Bakary takes seriously. Beside a device he understands he is composed, but uncontrolled danger exposes how much confidence depends on preparing the ground himself.",JAZZ-UNITS-005
890000000005673,"A tailor's tape coils in Marie-Claire Mbala's left pocket, measuring fuse without trusting footsteps. Congolese quarry charges taught her that explosives reward plain measurement and punish romantic language. Her manner is dry, and every newcomer must identify the exit before touching a wire. Marie-Claire leans too close when puzzled, but once a device reveals its logic, hesitation no longer wastes anyone's time.","Карьерные заряды в Конго приучили Мари-Клер Мбалу к сухому ремеслу, которое позже пришлось применять уже не только к камню. Она не любит поэзию вокруг взрывчатки и заставляет новичков сперва назвать путь отхода. Портновская лента Мари-Клер измеряет шнур точнее любого шага и всегда свёрнута в левом кармане. Любопытная загадка иногда подводит её слишком близко, зато после первого взгляда она редко путает опасный узел с безобидным.","A tailor's tape coils in Marie-Claire Mbala's left pocket, measuring fuse without trusting footsteps. Congolese quarry charges taught her that explosives reward plain measurement and punish romantic language. Her manner is dry, and every newcomer must identify the exit before touching a wire. Marie-Claire leans too close when puzzled, but once a device reveals its logic, hesitation no longer wastes anyone's time.",JAZZ-UNITS-005
