ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Keyword,Actor,Voice Actor,Voice ID,Revision,Old Revision,Edit Distance
421502904402,"Hey, boss! What's up?","Эй, босс! Какие новости?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00331),BanterDef OldDiamond_LegionMale_01_failure02 Text  >> quest Given ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_failure02,,LegionImpostors,LegionImpostors,LegionRaider,,,
817406503676,<leadership-s>,<leadership-s>,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00353),BanterDef OldDiamond_LegionMale_01_success Text,,,,,,,,
272279763389,"What do you say there, Woodchippers? Working hard or hardly working?","Как там говорят, Деревяшкин? Старательно бьем баклуши?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00362),BanterDef OldDiamond_LegionMale_01_success Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_success,,Gus,Gus,Gus,,,
841068457668,You diggers doing okay? You look like you stepped in something you shouldn't have.,"Как дела, ребята? У вас такой вид, будто вы во что-то вляпались.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00366),BanterDef OldDiamond_LegionMale_01_success Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_success,,Scully,Scully,Scully,,,
884918272629,"Hey there, fellas! I'm just checking to make sure you all have the appropriate safety gear for mining at night.","Эй, ребята! Я пришел проверить, есть ли у вас защитное снаряжение для ночных работ.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00370),BanterDef OldDiamond_LegionMale_01_success Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_success,,Raider,Raider,Raider,,,
651845285511,"Uh, good evening, boss! We're just doing our job... Digging and stuff. Don't mind us.","Хм, добрый вечер, босс! Мы тут работаем... копаем и все такое. Не обращайте внимания.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00377),BanterDef OldDiamond_LegionMale_01_success Text  >> quest Old Diamond - MentionGuns ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_success,,LegionImpostors,LegionImpostors,LegionRaider,,,
576426290925,"Hey, stupid assholes! Lose those guns!","Эй, кретины! Пушки убрали!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00382),BanterDef OldDiamond_LegionMale_01_success Text  (whisper to the side) >> quest Old Diamond - MentionGuns ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_01_success,,LegionImpostors,LegionImpostors,LegionRaider,,,
857746754670,"What do you want? Uh, we're doing our job, okay?","Ну чего тебе? Мы просто работаем, ясно?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00402),BanterDef OldDiamond_LegionMale_02 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_02,,LegionImpostors,LegionImpostors,LegionRaider,,,
477194142507,"I'm le mineur and I'm digging a hole... Diggy, diggy hole, digging a hole.","Я le mineur, я копаю яму... Копаю, копаю, копаю и копаю.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00426),"BanterDef OldDiamond_LegionMale_03 Text  (""Diggy-Diggy Hole"" song reference) ",Banters_Local_PortCacao_OldDiamond/OldDiamond_LegionMale_03,,LegionImpostors,LegionImpostors,LegionRaider,,,
256313866468,"Hey, boss, can you please sign me up for the night shift? I heard that it pays better.","Босс, а можно меня в ночную смену? Говорят, там платят больше.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00449),"BanterDef OldDiamond_WorkerMale_01 Text  Already know about the ""night shift"" ",Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_01,,CivilianMaleMiner_1,CivilianMaleMiner_1,Generic male voice 2,,,
842353737244,"So, Monsieur Fournier has stolen from you and you didn't shoot him? That is good to know.","Выходит, мсье Фурнье воровал у вас, а вы его даже не пристрелили? Приму это к сведению.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00483),BanterDef OldDiamond_WorkerMale_02 Text  Fournier exposed ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_02,,CivilianMaleMiner_2,CivilianMaleMiner_2,Generic male voice 3,,,
889710595240,"No, we didn't shoot him, but we may have done other things to him. That's also good for you to know.","Пристрелить не пристрелили. Но это не значит, что мы не сделали с ним ничего еще менее приятного.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00490),BanterDef OldDiamond_WorkerMale_02 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_02,,Blood,Blood,Blood,,,
774713956640,"He ain't dead, but that don't mean we didn't shoot him a little.","Не насмерть. Так, поразвлекались.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00494),BanterDef OldDiamond_WorkerMale_02 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_02,,Ice,Ice,Ice,,,
514139745869,You getting ideas? I don't like people who get ideas. Get your stuff. You're fired.,"А ты что, самый умный, а? Не люблю умников. Собирай свои манатки - ты уволен.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00498),BanterDef OldDiamond_WorkerMale_02 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_02,,Hitman,Hitman,Hitman,,,
392131484367,I heard that you shot those guys in the night shift. Did they... steal from you?,"Говорят, вы застрелили каких-то парней из ночной смены. Они что... воровали?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00528),BanterDef OldDiamond_WorkerMale_03 Text  Impostors killed ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_03,,CivilianMaleMiner_2,CivilianMaleMiner_2,Generic male voice 3,,,
998575005501,Non. We shot them because they asked too many questions.,Нон. Вопросов слишком много задавали.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00535),BanterDef OldDiamond_WorkerMale_03 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_03,,Flay,Flay,Flay,,,
990796618206,We killed them because it was time for them to die.,"Мы убили их, потому что пришло их время умирать.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00539),BanterDef OldDiamond_WorkerMale_03 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_03,,Reaper,Reaper,Reaper,,,
857227998803,No! Fidel just kill them because it is fun to kill.,"Нет! Фидель убил их, потому что убивать - весело.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00543),BanterDef OldDiamond_WorkerMale_03 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_03,,Fidel,Fidel,Fidel,,,
451962696995,"The best finds are on the north side of the quarry, but that asshole <em>Fournier</em> doesn't allow us to dig there.","Самые богатые шурфы - на севере карьера, но этот гад <em>Фурнье</em> нас туда не пускает.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00569),BanterDef OldDiamond_WorkerMale_04 Text  Gossip about possible diamond deposit >> ProspectingMention ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_04,,CivilianMaleMiner_1,CivilianMaleMiner_1,Generic male voice 2,,,
391640733013,Monsieur <em>Fournier</em> said that the northern side of the quarry is cursed and the spirits don't want us to dig there.,"Мсье <em>Фурнье</em> говорит, что северная часть карьера проклята и духи не велят нам там копать.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00602),BanterDef OldDiamond_WorkerMale_05 Text  Know about possible diamond deposit ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_05,,CivilianMaleMiner_2,CivilianMaleMiner_2,Generic male voice 3,,,
470134134743,Hmmm... It could be a mummy's curse. We should check it out.,Хм-м... А вдруг это проклятье мумии? Надо проверить.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00609),BanterDef OldDiamond_WorkerMale_05 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_05,,Kalyna,Kalyna,Kalyna,,,
578654173468,To anger spirits is to invite nightmares. They disturb sleep. We should stay away.,Злить духов - плохая идея. Кто злит духов - плохо спит. Не надо туда ходить.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00613),BanterDef OldDiamond_WorkerMale_05 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_05,,Omryn,Omryn,Omryn,,,
359396951227,Ha! Spirits are not real... right?,Ха! Нет никаких духов... ведь правда же?,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00617),BanterDef OldDiamond_WorkerMale_05 Text ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_05,,Steroid,Steroid,Steroid,,,
747467087962,You should have seen the face of <em>Fournier</em> when his precious office started crumbling!,"Видели бы вы рожу <em>Фурнье</em>, когда его драгоценная контора начала рушиться!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond.lua(00658),BanterDef OldDiamond_WorkerMale_06 Text  Prospecting done ,Banters_Local_PortCacao_OldDiamond/OldDiamond_WorkerMale_06,,CivilianMaleMiner_1,CivilianMaleMiner_1,Generic male voice 2,,,
971337923785,I am so happy to meet our new benefactors! Directeur <em>Fournier</em> at your service. How are our kind investors from <em>Adonis</em>?,Рад познакомиться! Директор <em>Фурнье</em> к вашим услугам. Как поживают наши добрые инвесторы из «<em>Адониса</em>»?,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00008),BanterDef OldDiamond_Fournier01_ApproachInitial Text  meet Fournier for the first time ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Fournier01_ApproachInitial,,Fournier,Fournier,Fournier,,,
384740342314,"Please, don't kill me! I... I only made that one-time deal with them, but they started coming every night... I'm so sorry, I'll do anything, I just want to live... Please!","Не убивайте меня! Я... я один раз пошел им навстречу, а потом они стали приходить каждую ночь... Я все исправлю, я просто хочу жить... Пожалуйста!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00025),BanterDef OldDiamond_Fournier02_ApproachExposed Text  Fournier's deal with the Legion exposed ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Fournier02_ApproachExposed,,Fournier,Fournier,Fournier,,,
615913795922,"Fuck it, boys, the birdie started singing! Grab your guns!","Так, парни, птичка запела! Хватайте пушки!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00029),BanterDef OldDiamond_Fournier02_ApproachExposed Text  Fournier's deal with the Legion exposed ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Fournier02_ApproachExposed,,LegionImpostors,LegionImpostors,LegionRaider,,,
549694682777,"Those people extorted me for money, I swear! I didn't want to do business with them! Please don't kill me, I swear it will never happen again!","Клянусь, они вымогали деньги! Я не хотел иметь с ними никаких дел! Пожалуйста, не убивайте, клянусь, я больше не буду!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00068),BanterDef OldDiamond_Fournier03_ApproachResolved Text  Legion impostors killed and Fournier already admitted the truth ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Fournier03_ApproachResolved,,Fournier,Fournier,Fournier,,,
288716934072,"<mechanical-f>
It takes a certain level of technical knowledge to understand the graphs and figures.","<mechanical-f>
Чтобы разобраться во всех этих графиках и цифрах, нужен толковый технарь.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00092),BanterDef OldDiamond_Interactable01_DeskFailure Text,,,,,,,,
957552319767,"<mechanical-s>
It takes a lot of patience and technical knowledge to sift through the data, but it pays off. There is a <em>diamond deposit</em> under this building that was never properly prospected.","<mechanical-s>
На то, чтобы разобраться в этих отчетах, потребовалось немало терпения, но результат того стоил. Под этим зданием явно расположено до сих пор нетронутое <em>месторождение алмазов</em>.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00106),BanterDef OldDiamond_Interactable01_DeskSuccess Text,,,,,,,,
478876626339,"Woah, mon! It look to me like this house be sitting on the mother load.","Эй! Эта халупа стоять прямо на золотой жиле, правда. Точнее, алмазной.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00115),BanterDef OldDiamond_Interactable01_DeskSuccess Text ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Interactable01_DeskSuccess,,Vicki,Vicki,Vicki,,,
744087351467,There is a deposit of diamonds under the building. Do you want me to lift it up?,Под этим зданием есть залежи алмазов. Мне его поднять?,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00119),BanterDef OldDiamond_Interactable01_DeskSuccess Text ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Interactable01_DeskSuccess,,Steroid,Steroid,Steroid,,,
478353253261,"""X"" marks the spot, baby. Too bad ""X"" happens to be right under this building. ","Клад отмечен крестиком. Увы, крестик стоит прямо под этим зданием.",,,OK,,,"Trailing whitespace differs - original \s, translated ",,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00123),BanterDef OldDiamond_Interactable01_DeskSuccess Text ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Interactable01_DeskSuccess,,Magic,Magic,Magic,,,
523372512967,"Looks like this place is about to get a new basement, Woodshed - a basement full of diamonds.","Похоже, Деревянко, у этого сарая скоро будет новый подвал. Набитый алмазами.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_OldDiamond_Triggered.lua(00127),BanterDef OldDiamond_Interactable01_DeskSuccess Text ,Banters_Local_PortCacao_OldDiamond_Triggered/OldDiamond_Interactable01_DeskSuccess,,Gus,Gus,Gus,,,
742825090998,For the Coffee Beans!,За «Кофейных бобов»!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00012),BanterDef CacaoGang_Gran01_combat Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,GangWilma,GangWilma,Old female thug 2,,,
224034110096,For Ma Baxter!,За Мамашу Бакстер!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00016),BanterDef CacaoGang_Gran01_combat Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,GangVinnie,GangVinnie,Old female thug 2,,,
580864644131,For the good old fucking times!,"За старые добрые, мать их, времена!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00020),BanterDef CacaoGang_Gran01_combat Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,GangTrudy,GangTrudy,Old female thug 2,,,
573823879310,When do we start?,"Ну что, поскакали?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00024),BanterDef CacaoGang_Gran01_combat Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,GangKayla,GangKayla,Old female thug 1,,,
881936731479,WHUT?,ШТА?!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00028),BanterDef CacaoGang_Gran01_combat Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,GangHannah,GangHannah,Old female thug 1,,,
366448730251,I'll execute every motherfuckin' last one of 'em!,Усех к едрене фене положу!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00036),"BanterDef CacaoGang_Gran01_combat Text  reference to ""Pulp Fiction"" triggered when allied and combat starts ",Banters_Local_PortCacao_Triggered/CacaoGang_Gran01_combat,,Granny,Granny,Granny,,,
686800771831,"Good to see you, Hannah! You get a hearing aid yet?","Здорово, Ханна! Купила ты себе ужо слуховой аппарат или как?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00049),BanterDef CacaoGang_Gran02_ApproachHannah Text  Hannah recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachHannah,,Granny,Granny,Granny,,,
585155917009,Why would I be fearing maids?,Нафига мне сто карат?,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00054),BanterDef CacaoGang_Gran02_ApproachHannah Text  loud - Hannah is partially deaf Hannah recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachHannah,,GangHannah,GangHannah,Old female thug 1,,,
716637234165,Guess not.,"Видать, нет.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00058),BanterDef CacaoGang_Gran02_ApproachHannah Text  Hannah recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachHannah,,Granny,Granny,Granny,,,
118678217396,"You got your fucking knife ready, Kay?","Ну что, Кай, выкидуху свою не забыла?",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00091),BanterDef CacaoGang_Gran02_ApproachKayla Text  Kayla recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachKayla,,Granny,Granny,Granny,,,
243956147982,Do I look like a fucking kindergarten teacher? I've got a machete.,"Я те чо, блин, воспиталка из детсада? У меня мачете!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00095),BanterDef CacaoGang_Gran02_ApproachKayla Text  Kayla recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachKayla,,GangKayla,GangKayla,Old female thug 1,,,
686898424691,I have objections to that.,А я ведь и обидеться могу.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00102),BanterDef CacaoGang_Gran02_ApproachKayla Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachKayla,,Buns,Buns,Buns,,,
443587301470,"My kindergarten teacher had a .38 Special. She let me shoot it. She was my first. The gun, I mean.","У нашей воспитательницы была пушка, и она разрешила мне из нее выстрелить. Она была у меня первой. В смысле, пушка.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00106),BanterDef CacaoGang_Gran02_ApproachKayla Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachKayla,,Grizzly,Grizzly,Grizzly,,,
920659919146,"I don't usually go for older gals, but you're starting to turn me on.","Старушки меня обычно не заводят, но ты, похоже, еще хоть куда.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00110),BanterDef CacaoGang_Gran02_ApproachKayla Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachKayla,,Scully,Scully,Scully,,,
375395537243,"Fuck you, Trudy.","Катись к чёрту, Магда.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00146),BanterDef CacaoGang_Gran02_ApproachTrudy Text  Trudy recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachTrudy,,Granny,Granny,Granny,,,
634001191965,"Fuck you, Gran.","Катись к чёрту, Бабуся.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00150),BanterDef CacaoGang_Gran02_ApproachTrudy Text  Trudy recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachTrudy,,GangTrudy,GangTrudy,Old female thug 2,,,
554884248165,Vinnie! I thought you choked to death on a cucumber sandwich!,"Винни! Я думала, ты ужо коньки отбросила! Сэндвичем подавилась.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00184),BanterDef CacaoGang_Gran02_ApproachVinnie Text  obscure Pratchett reference Vinnie recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachVinnie,,Granny,Granny,Granny,,,
817191701204,I ate'nt dead yet! But my back is killing me.,Я ищо ни умирла! Но спина меня скоро доконает.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00189),BanterDef CacaoGang_Gran02_ApproachVinnie Text  Pratchett reference Vinnie recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachVinnie,,GangVinnie,GangVinnie,Old female thug 2,,,
965326094403,Wilma! I'm surprised you fucking made it here in time for the fight on those fucking toadstools you call legs.,Очуметь. Вилма! И как ты на ентих своих культяпках сюда доковыляла-то!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00222),BanterDef CacaoGang_Gran02_ApproachWilma Text  Wilma recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachWilma,,Granny,Granny,Granny,,,
567847917910,"One day I'll shoot you, Gran.","Ох, договоришься ты у меня, Бабуся.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00226),BanterDef CacaoGang_Gran02_ApproachWilma Text  Wilma recruited and meeting Granny ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran02_ApproachWilma,,GangWilma,GangWilma,Old female thug 2,,,
872984071707,"Where the fuck you been?! Come on, disarm the fucking bombs! There are at least three of 'em.","Хде вы шлялись, вашу за ногу?! Бегом сюда, разминируйте енти чёртовы бомбы! Их тут штуки три, не меньше.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00259),BanterDef CacaoGang_Gran03_BombsArmed Text  Gran is hostage and bombs are set ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran03_BombsArmed,,Granny,Granny,Granny,,,
189642350795,That was some fucking nice explosives work! <em>Mad Hannah</em> couldn't have done it better herself!,"Шикарно работаете со взрывчаткой, ребята! Сама <em>Стукнутая Ханна</em> и то б хужей справилась.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00286),BanterDef CacaoGang_Gran04_BombsDefused Text  Bombs are defused ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran04_BombsDefused,,Granny,Granny,Granny,,,
294406335510,"I would NOT have put donut butter on myself. That's only for certain types of explosives. Anyway, you did good, kiddos!","Я НИКОГДА не испражняюсь в лужу. Эт ж кем надо быть? А вы, салаги, ничего, доставили!",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00291),BanterDef CacaoGang_Gran04_BombsDefused Text  loud - Hannah is partially deaf Bombs are defused ,Banters_Local_PortCacao_Triggered/CacaoGang_Gran04_BombsDefused,,GangHannah,GangHannah,Old female thug 1,,,
403121662741,Parry this!,А ну-ка отбей!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00306),BanterDef CacaoGang_Kayla01_Initial Text  Randomly attacks the merc with a melee weapon when asked for Gang Reunion ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla01_Initial,,GangKayla,GangKayla,Old female thug 1,,,
345282994818,"Oh, quit crying! It's just a scratch.","Да что ты сопли распускаешь! Подумаешь, царапина.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00320),BanterDef CacaoGang_Kayla02_Failure Text  A merc just failed to parry her melee attack no melee perk >> add status effect Wounded ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla02_Failure,,GangKayla,GangKayla,Old female thug 1,,,
359823344978,"So, old Gran wants my help cutting up some Legion boys? Well, count me in.","Значит, Бабуся хочет, чтоб я покрошила сопляков из Легиона? Я только за.",,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00325),BanterDef CacaoGang_Kayla02_Failure Text  The merc successfully defends no melee perk >> add status effect Wounded ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla02_Failure,,GangKayla,GangKayla,Old female thug 1,,,
935172638061,<em>Lightning Reactions</em> perk activated,Задействована черта «<em>молниеносные рефлексы</em>»,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00337),BanterDef CacaoGang_Kayla02_Success01_LightningReaction Text,,,,,,,,
644060970464,"Nice hit, if you were aiming for my shadow.",Неплохой удар. По моей тени.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00346),BanterDef CacaoGang_Kayla02_Success01_LightningReaction Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla02_Success01_LightningReaction,,Shadow,Shadow,Shadow,,,
603252031575,You come strong or you don't come at all!,Бить надо в полную силу!,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00350),BanterDef CacaoGang_Kayla02_Success01_LightningReaction Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla02_Success01_LightningReaction,,Ice,Ice,Ice,,,
140571683484,"Not bad, but I'm an old dog who knows all the tricks.",Неплохо. Но и я не лыком шит.,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00354),BanterDef CacaoGang_Kayla02_Success01_LightningReaction Text ,Banters_Local_PortCacao_Triggered/CacaoGang_Kayla02_Success01_LightningReaction,,Len,Len,Len,,,
661140729455,<em>Hand-to-Hand</em> perk activated,Задействована черта «<em>рукопашный бой</em>»,,,OK,,,,,Trunk\Zulu/Data/BantersDef/BanterDef-Banters_Local_PortCacao_Triggered.lua(00369),BanterDef CacaoGang_Kayla02_Success01_MeleeTraining Text,,,,,,,,
